met_id,met_name,compartment,formula,charge,has_annotation,annotation_keys,has_bigg,has_kegg,has_metanetx,has_chebi,has_hmdb,has_inchikey,has_pubchem,has_seed,has_formula,has_charge,n_reactions,base_name,same_base_annotated,annotated_twin_id
m1[C_cy],(R)-lactate_C3H6O3,C_cy,C3H6O3,-1,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,5,(R)-lactate,True,m5[C_mi]
m2[C_mi],ferricytochrome c_,C_mi,,0,False,,False,False,False,False,False,False,False,False,False,True,8,ferricytochrome c_,False,
m3[C_mi],ferrocytochrome c_,C_mi,,0,False,,False,False,False,False,False,False,False,False,False,True,8,ferrocytochrome c_,False,
m4[C_cy],pyruvate_C3H4O3,C_cy,C3H4O3,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,26,pyruvate,True,m6[C_mi]
m5[C_mi],(R)-lactate_C3H6O3,C_mi,C3H6O3,-1,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,(R)-lactate,True,m1[C_cy]
m6[C_mi],pyruvate_C3H4O3,C_mi,C3H4O3,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,10,pyruvate,True,m4[C_cy]
m7[C_cy],(S)-lactate_C3H6O3,C_cy,C3H6O3,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,(S)-lactate,True,m1078[C_mi]
m8[C_cy],UDP-D-glucose_C15H22N2O17P2,C_cy,C15H22N2O17P2,0,True,"kegg.glycan,keggG,metanetx.chemical",False,False,True,False,False,False,False,False,True,True,11,UDP-D-glucose,False,
m9[C_en],(1-3)-beta-D-glucan_,C_en,,0,False,,False,False,False,False,False,False,False,False,False,True,2,(1-3)-beta-D-glucan_,False,
m10[C_cy],H+_p+1,C_cy,,0,False,,False,False,False,False,False,False,False,False,False,True,534,H+_p+1,False,
m11[C_cy],UDP_C9H14N2O12P2,C_cy,C9H14N2O12P2,-3,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,17,UDP,True,m836[C_go]
m12[C_en],(1-6)-beta-D-glucan_,C_en,,0,False,,False,False,False,False,False,False,False,False,False,True,3,(1-6)-beta-D-glucan_,False,
m13[C_cy],1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide_C15H21N5O15P2,C_cy,C15H21N5O15P2,0,False,,False,False,False,False,False,False,False,False,True,True,2,1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide,False,
m14[C_cy],5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide_C15H21N5O15P2,C_cy,C15H21N5O15P2,0,True,"metanetx.chemical,seed.compound,seedM",False,False,True,False,False,False,False,True,True,True,2,5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,False,
m15[C_vm],1-phosphatidyl-1D-myo-inositol 3-phosphate_ActiveX VT_ERROR:,C_vm,,0,False,,False,False,False,False,False,False,False,False,False,True,5,1-phosphatidyl-1D-myo-inositol 3-phosphate_ActiveX VT_ERROR:,False,
m16[C_vm],ATP_C10H16N5O13P3,C_vm,C10H16N5O13P3,-4,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,5,ATP,True,m21[C_en]
m17[C_vm],"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate_ActiveX VT_ERROR:",C_vm,,0,False,,False,False,False,False,False,False,False,False,False,True,4,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate_ActiveX VT_ERROR:",False,
m18[C_vm],ADP_C10H15N5O10P2,C_vm,C10H15N5O10P2,-3,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.glycan,keggC,keggG,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,5,ADP,True,m23[C_en]
m19[C_vm],H+_p+1,C_vm,,0,False,,False,False,False,False,False,False,False,False,False,True,6,H+_p+1,False,
m20[C_en],1-phosphatidyl-1D-myo-inositol 3-phosphate_ActiveX VT_ERROR:,C_en,,0,False,,False,False,False,False,False,False,False,False,False,True,3,1-phosphatidyl-1D-myo-inositol 3-phosphate_ActiveX VT_ERROR:,False,
m21[C_en],ATP_C10H16N5O13P3,C_en,C10H16N5O13P3,-4,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,8,ATP,True,m16[C_vm]
m22[C_en],"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate_ActiveX VT_ERROR:",C_en,,0,False,,False,False,False,False,False,False,False,False,False,True,3,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate_ActiveX VT_ERROR:",False,
m23[C_en],ADP_C10H15N5O10P2,C_en,C10H15N5O10P2,-3,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.glycan,keggC,keggG,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,ADP,True,m18[C_vm]
m24[C_en],H+_p+1,C_en,,0,False,,False,False,False,False,False,False,False,False,False,True,16,H+_p+1,False,
m25[C_mi],1-pyrroline-5-carboxylate_C5H6NO2,C_mi,C5H6NO2,0,False,,False,False,False,False,False,False,False,False,True,True,2,1-pyrroline-5-carboxylate,False,
m26[C_mi],H2O_H2O,C_mi,H2O,0,False,,False,False,False,False,False,False,False,False,True,True,85,H2O,False,
m27[C_mi],NAD_C21H27N7O14P2,C_mi,C21H27N7O14P2,0,True,"chebi,metanetx.chemical",False,False,True,True,False,False,False,False,True,True,31,NAD,True,m116[C_pe]
m28[C_mi],H+_p+1,C_mi,,0,False,,False,False,False,False,False,False,False,False,False,True,100,H+_p+1,False,
m29[C_mi],L-glutamate_C5H9NO4,C_mi,C5H9NO4,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,13,L-glutamate,True,m50[C_cy]
m30[C_mi],NADH_C21H29N7O14P2,C_mi,C21H29N7O14P2,-2,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,27,NADH,True,m119[C_pe]
m31[C_cy],"5-(methylsulfanyl)-2,3-dioxopentyl phosphate_C6H9O6PS",C_cy,C6H9O6PS,0,False,,False,False,False,False,False,False,False,False,True,True,2,"5-(methylsulfanyl)-2,3-dioxopentyl phosphate",False,
m32[C_cy],H2O_H2O,C_cy,H2O,0,False,,False,False,False,False,False,False,False,False,True,True,327,H2O,False,
m33[C_cy],4-methylthio-2-oxobutanoate_C5H7O3S,C_cy,C5H7O3S,0,False,,False,False,False,False,False,False,False,False,True,True,2,4-methylthio-2-oxobutanoate,False,
m34[C_cy],formate_CH2O2,C_cy,CH2O2,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,12,formate,True,m533[C_mi]
m35[C_cy],phosphate_H3O4P,C_cy,H3O4P,-2,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,155,phosphate,True,m58[C_mi]
m36[C_cy],"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone_C9H18N5O8P",C_cy,C9H18N5O8P,0,False,,False,False,False,False,False,False,False,False,True,True,2,"2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone",False,
m37[C_cy],5-amino-6-(5-phosphoribitylamino)uracil_C9H15N4O9P,C_cy,C9H15N4O9P,0,False,,False,False,False,False,False,False,False,False,True,True,2,5-amino-6-(5-phosphoribitylamino)uracil,False,
m38[C_cy],ammonium_H3N,C_cy,H3N,0,False,,False,False,False,False,False,False,False,False,True,True,47,ammonium,False,
m39[C_cy],"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine_C9H14N5O8P",C_cy,C9H14N5O8P,0,False,,False,False,False,False,False,False,False,False,True,True,2,"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine",False,
m40[C_cy],NADPH_C21H30N7O17P3,C_cy,C21H30N7O17P3,-4,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,67,NADPH,True,m103[C_er]
m41[C_cy],NADP(+)_C21H28N7O17P3,C_cy,C21H28N7O17P3,-3,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,67,NADP(+),True,m104[C_er]
m42[C_mi],2-oxobutanoate_C4H6O3,C_mi,C4H6O3,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,3,2-oxobutanoate,True,m442[C_cy]
m43[C_mi],(S)-2-acetyl-2-hydroxybutanoate_C6H10O4,C_mi,C6H10O4,0,False,,False,False,False,False,False,False,False,False,True,True,2,(S)-2-acetyl-2-hydroxybutanoate,False,
m44[C_mi],carbon dioxide_CO2,C_mi,CO2,0,False,,False,False,False,False,False,False,False,False,True,True,31,carbon dioxide,False,
m45[C_mi],"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol_C7H9N5O2",C_mi,C7H9N5O2,0,True,"metanetx.chemical,seed.compound,seedM",False,False,True,False,False,False,False,True,True,True,3,"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol",False,
m46[C_mi],ATP_C10H16N5O13P3,C_mi,C10H16N5O13P3,-4,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,32,ATP,True,m16[C_vm]
m47[C_mi],"(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate_C7H11N5O8P2",C_mi,C7H11N5O8P2,0,False,,False,False,False,False,False,False,False,False,True,True,2,"(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate",False,
m48[C_mi],AMP_C10H14N5O7P,C_mi,C10H14N5O7P,-2,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,19,AMP,True,m86[C_cy]
m49[C_cy],2-oxoadipic acid_C6H6O5,C_cy,C6H6O5,0,False,,False,False,False,False,False,False,False,False,True,True,2,2-oxoadipic acid,False,
m50[C_cy],L-glutamate_C5H9NO4,C_cy,C5H9NO4,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,60,L-glutamate,True,m29[C_mi]
m51[C_cy],2-oxoglutarate_C5H6O5,C_cy,C5H6O5,-2,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,32,2-oxoglutarate,True,m219[C_mi]
m52[C_cy],L-2-aminoadipate_C6H11NO4,C_cy,C6H11NO4,-1,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,L-2-aminoadipate,False,
m53[C_cy],2-dehydropantoate_C6H10O4,C_cy,C6H10O4,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,2-dehydropantoate,True,m125[C_mi]
m54[C_cy],(R)-pantoate_C6H12O4,C_cy,C6H12O4,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,(R)-pantoate,False,
m55[C_mi],D-erythrose 4-phosphate_C4H9O7P,C_mi,C4H9O7P,-2,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,D-erythrose 4-phosphate,True,m106[C_cy]
m56[C_mi],phosphoenolpyruvate_C3H5O6P,C_mi,C3H5O6P,-3,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,phosphoenolpyruvate,True,m107[C_cy]
m57[C_mi],7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid_C7H10O10P,C_mi,C7H10O10P,0,False,,False,False,False,False,False,False,False,False,True,True,2,7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid,False,
m58[C_mi],phosphate_H3O4P,C_mi,H3O4P,-2,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,16,phosphate,True,m35[C_cy]
m59[C_mi],"2-hexaprenyl-6-methoxy-1,4-benzoquinone_C37H54O3",C_mi,C37H54O3,0,True,"inchi,inchikey,kegg.compound,keggC,metanetx.chemical",False,True,True,False,False,True,False,False,True,True,2,"2-hexaprenyl-6-methoxy-1,4-benzoquinone",False,
m60[C_mi],S-adenosyl-L-methionine_C15H22N6O5S,C_mi,C15H22N6O5S,1,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,S-adenosyl-L-methionine,True,m256[C_cy]
m61[C_mi],"2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone_C38H56O3",C_mi,C38H56O3,0,False,,False,False,False,False,False,False,False,False,True,True,2,"2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone",False,
m62[C_mi],S-adenosyl-L-homocysteine_C14H20N6O5S,C_mi,C14H20N6O5S,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,S-adenosyl-L-homocysteine,True,m255[C_cy]
m63[C_mi],2-hexaprenyl-6-methoxyphenol_C37H56O2,C_mi,C37H56O2,0,True,"inchi,inchikey,kegg.compound,keggC,metanetx.chemical",False,True,True,False,False,True,False,False,True,True,2,2-hexaprenyl-6-methoxyphenol,False,
m64[C_mi],oxygen_O2,C_mi,O2,0,False,,False,False,False,False,False,False,False,False,True,True,9,oxygen,False,
m65[C_cy],2-isopropylmaleic acid_C7H8O4,C_cy,C7H8O4,0,False,,False,False,False,False,False,False,False,False,True,True,2,2-isopropylmaleic acid,False,
m66[C_cy],2-isopropylmalate_C7H12O5,C_cy,C7H12O5,0,True,"chebi,metanetx.chemical",False,False,True,True,False,False,False,False,True,True,4,2-isopropylmalate,True,m72[C_mi]
m67[C_cy],3-methyl-2-oxobutanoate_C5H8O3,C_cy,C5H8O3,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,3-methyl-2-oxobutanoate,True,m70[C_mi]
m68[C_cy],acetyl-CoA_C23H38N7O17P3S,C_cy,C23H38N7O17P3S,-4,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,22,acetyl-CoA,True,m71[C_mi]
m69[C_cy],coenzyme A_C21H36N7O16P3S,C_cy,C21H36N7O16P3S,0,False,,False,False,False,False,False,False,False,False,True,True,39,coenzyme A,False,
m70[C_mi],3-methyl-2-oxobutanoate_C5H8O3,C_mi,C5H8O3,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,5,3-methyl-2-oxobutanoate,True,m67[C_cy]
m71[C_mi],acetyl-CoA_C23H38N7O17P3S,C_mi,C23H38N7O17P3S,-4,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,14,acetyl-CoA,True,m68[C_cy]
m72[C_mi],2-isopropylmalate_C7H12O5,C_mi,C7H12O5,0,True,"chebi,metanetx.chemical",False,False,True,True,False,False,False,False,True,True,2,2-isopropylmalate,True,m66[C_cy]
m73[C_mi],coenzyme A_C21H36N7O16P3S,C_mi,C21H36N7O16P3S,0,False,,False,False,False,False,False,False,False,False,True,True,24,coenzyme A,False,
m74[C_cy],L-methionine_C5H11NO2S,C_cy,C5H11NO2S,0,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,14,L-methionine,True,m808[C_mi]
m75[C_mi],homocitrate_C7H10O7,C_mi,C7H10O7,0,False,,False,False,False,False,False,False,False,False,True,True,2,homocitrate,False,
m76[C_mi],"but-1-ene-1,2,4-tricarboxylic acid_C7H5O6",C_mi,C7H5O6,0,False,,False,False,False,False,False,False,False,False,True,True,2,"but-1-ene-1,2,4-tricarboxylic acid",False,
m77[C_mi],oxaloacetate_C4H4O5,C_mi,C4H4O5,-2,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,5,oxaloacetate,True,m328[C_cy]
m78[C_mi],propionyl-CoA_C24H36N7O17P3S,C_mi,C24H36N7O17P3S,0,False,,False,False,False,False,False,False,False,False,True,True,3,propionyl-CoA,False,
m79[C_mi],2-methylcitrate_C7H7O7,C_mi,C7H7O7,-3,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,metacyc.compound,metacycM,metanetx.chemical",True,False,True,True,True,True,False,False,True,True,2,2-methylcitrate,False,
m80[C_cy],(2S)-2-isopropyl-3-oxosuccinate_C7H10O5,C_cy,C7H10O5,0,True,"bigg.metabolite,biggM,metanetx.chemical",True,False,True,False,False,False,False,False,True,True,3,(2S)-2-isopropyl-3-oxosuccinate,True,m83[C_mi]
m81[C_cy],4-methyl-2-oxopentanoate_C6H10O3,C_cy,C6H10O3,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,4-methyl-2-oxopentanoate,True,m84[C_mi]
m82[C_cy],carbon dioxide_CO2,C_cy,CO2,0,False,,False,False,False,False,False,False,False,False,True,True,53,carbon dioxide,False,
m83[C_mi],(2S)-2-isopropyl-3-oxosuccinate_C7H10O5,C_mi,C7H10O5,0,True,"bigg.metabolite,biggM,metanetx.chemical",True,False,True,False,False,False,False,False,True,True,2,(2S)-2-isopropyl-3-oxosuccinate,True,m80[C_cy]
m84[C_mi],4-methyl-2-oxopentanoate_C6H10O3,C_mi,C6H10O3,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,3,4-methyl-2-oxopentanoate,True,m81[C_cy]
m85[C_cy],"adenosine 3',5'-bismonophosphate_C10H11N5O10P2",C_cy,C10H11N5O10P2,0,False,,False,False,False,False,False,False,False,False,True,True,4,"adenosine 3',5'-bismonophosphate",False,
m86[C_cy],AMP_C10H14N5O7P,C_cy,C10H14N5O7P,-2,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,52,AMP,True,m48[C_mi]
m87[C_cy],"3',5'-cyclic AMP_C10H12N5O6P",C_cy,C10H12N5O6P,-1,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,"3',5'-cyclic AMP",False,
m88[C_cy],"3',5'-cyclic dAMP_C10H12N5O5P",C_cy,C10H12N5O5P,0,True,"bigg.metabolite,biggM,chebi,inchi,inchikey,kegg.compound,keggC,metanetx.chemical,seed.compound,seedM",True,True,True,True,False,True,False,True,True,True,1,"3',5'-cyclic dAMP",False,
m89[C_cy],dAMP_C10H14N5O6P,C_cy,C10H14N5O6P,-2,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,10,dAMP,True,m1093[C_mi]
m90[C_cy],"3',5'-cyclic IMP_C10H11N4O7P",C_cy,C10H11N4O7P,-1,True,"chebi,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,seed.compound,seedM",False,True,True,True,False,True,False,True,True,True,1,"3',5'-cyclic IMP",False,
m91[C_cy],IMP_C10H13N4O8P,C_cy,C10H13N4O8P,-2,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,10,IMP,False,
