rxn_id,rxn_name,rxn_type,root_cause,detail,has_gpr,lb,ub,compartments,n_orphan_mets,n_deadend_mets,orphan_mets,deadend_mets,reaction_str
R1135,GDP transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_go",0,0,,,m292[C_go] <=> m268[C_cy]
R1136,GDP transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_nu",0,0,,,m268[C_cy] <=> m936[C_nu]
R1137,GDP-alpha-D-mannose transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_go",0,0,,,m343[C_cy] <=> m290[C_go]
R1145,glycoaldehyde transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m1147[C_cy] <=> m483[C_mi]
R1146,glycoaldehyde transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1242[C_ex] <=> m1147[C_cy]
R1152,guanine transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m595[C_cy] <=> m916[C_mi]
R1155,guanosine transport,transport,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,"C_cy,C_mi",0,0,,,m593[C_cy] --> m915[C_mi]
R1169,"L-histidine transport, mitochondrial",transport,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,"C_cy,C_mi",0,0,,,m615[C_cy] --> m620[C_mi]
R1171,hydrogen peroxide transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_nu",0,0,,,m301[C_cy] <=> m1256[C_nu]
R1175,indole-3-acetate transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m1259[C_cy] <=> m1260[C_mi]
R1179,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1263[C_go] <=> m727[C_er]
R1180,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1264[C_go] <=> m732[C_er]
R1181,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1265[C_go] <=> m730[C_er]
R1182,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1266[C_go] <=> m734[C_er]
R1183,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1267[C_go] <=> m736[C_er]
R1184,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1268[C_go] <=> m729[C_er]
R1185,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1269[C_go] <=> m733[C_er]
R1186,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1270[C_go] <=> m731[C_er]
R1187,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1271[C_go] <=> m735[C_er]
R1188,IPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1272[C_go] <=> m737[C_er]
R119,adenosylmethionine-8-amino-7-oxononanoate transaminase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m172[C_cy] + m256[C_cy] <=> m10[C_cy] + m258[C_cy] + m259[C_cy]
R1191,isoamyl alcohol transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1276[C_cy] <=> m1277[C_ex]
R1192,isoamyl alcohol transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m1276[C_cy] <=> m1278[C_mi]
R1195,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,m10[C_cy] + m580[C_cy] --> m300[C_cy] + m82[C_cy]
R1199,L-arabinitol transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1281[C_ex] <=> m309[C_cy]
R12,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH)",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,3.0 m10[C_cy] + m39[C_cy] + m40[C_cy] --> m36[C_cy] + m41[C_cy]
R1200,L-arabinoase transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1283[C_ex] <=> m308[C_cy]
R1207,L-erythro-4-hydroxyglutamate transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m759[C_cy] <=> m754[C_mi]
R1208,L-erythro-4-hydroxyglutamate transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_pe",0,0,,,m759[C_cy] <=> m762[C_pe]
R1212,L-glutamate transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_nu",0,0,,,m50[C_cy] <=> m823[C_nu]
R1214,L-glutamine transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_nu",0,0,,,m130[C_cy] <=> m822[C_nu]
R1227,L-serine transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m441[C_cy] <=> m941[C_er]
R1228,L-sorbitol transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1289[C_ex] <=> m768[C_cy]
R1230,L-sorbose transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1303[C_ex] <=> m769[C_cy]
R1237,lysine transport,transport,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,"C_cy,C_mi",0,0,,,m793[C_cy] --> m796[C_mi]
R1238,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1312[C_go] <=> m673[C_er]
R1239,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1313[C_go] <=> m678[C_er]
R1240,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1314[C_go] <=> m676[C_er]
R1241,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1315[C_go] <=> m680[C_er]
R1242,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1316[C_go] <=> m682[C_er]
R1243,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1317[C_go] <=> m675[C_er]
R1244,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1318[C_go] <=> m679[C_er]
R1245,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1319[C_go] <=> m677[C_er]
R1246,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1320[C_go] <=> m681[C_er]
R1247,M(IP)2C transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1321[C_go] <=> m683[C_er]
R1253,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1325[C_go] <=> m662[C_er]
R1254,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1326[C_go] <=> m667[C_er]
R1255,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1327[C_go] <=> m665[C_er]
R1256,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1328[C_go] <=> m669[C_er]
R1257,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1329[C_go] <=> m671[C_er]
R1258,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1330[C_go] <=> m664[C_er]
R1259,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1331[C_go] <=> m668[C_er]
R1260,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1332[C_go] <=> m666[C_er]
R1261,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1333[C_go] <=> m670[C_er]
R1262,MIPC transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_er,C_go",0,0,,,m1334[C_go] <=> m672[C_er]
R1267,nicotinamide diffusion,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_nu",0,0,,,m829[C_cy] <=> m819[C_nu]
R1270,NMN transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_nu",0,0,,,m831[C_cy] <=> m832[C_nu]
R1271,NMN transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_pe",0,0,,,m831[C_cy] <=> m816[C_pe]
R129,alanyl-tRNA synthetase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m114[C_cy] + m141[C_cy] + m273[C_cy] --> m203[C_cy] + m274[C_cy] + m86[C_cy]
R1290,palmitoyl-CoA transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m1349[C_cy] <=> m250[C_er]
R1291,panthetheine 4'-phosphate transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m854[C_cy] <=> m1350[C_mi]
R1292,panthetheine-phosphate adenylyltransferase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_mi,0,0,,,m1350[C_mi] + m46[C_mi] --> m204[C_mi] + 2.0 m28[C_mi] + m475[C_mi]
R1295,phenylalanine transport,transport,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,"C_cy,C_mi",0,0,,,m859[C_cy] --> m863[C_mi]
R1299,protoporphyrinogen IX transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m438[C_cy] <=> m907[C_mi]
R1300,PRPP transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m253[C_cy] <=> m827[C_mi]
R1302,pyridoxal kinase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,m141[C_cy] + m918[C_cy] --> m143[C_cy] + m921[C_cy]
R1306,pyridoxine kinase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m141[C_cy] + m923[C_cy] --> m143[C_cy] + m922[C_cy]
R1307,pyrimidine phosphatase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,2.0 m10[C_cy] + m32[C_cy] + m37[C_cy] --> m35[C_cy] + m929[C_cy]
R1312,quinolinate transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m833[C_cy] <=> m834[C_mi]
R1315,riboflavin transport,transport,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,"C_cy,C_mi",0,0,,,m926[C_cy] --> m927[C_mi]
R1316,riboflavin transport,transport,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,"C_cy,C_ex",0,0,,,m216[C_ex] --> m926[C_cy]
R1318,S-adenosyl-L-homocysteine transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m255[C_cy] <=> m62[C_mi]
R1324,spermidine acetyltransferase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,m467[C_cy] + m68[C_cy] --> m10[C_cy] + m69[C_cy] + m898[C_cy]
R1342,thiamine-phosphate kinase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,m141[C_cy] + m977[C_cy] --> m143[C_cy] + m975[C_cy]
R1343,thiazole phosphate synthesis (ribose 5-phosphate),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m10[C_cy] + m272[C_cy] + m443[C_cy] + m444[C_cy] + m889[C_cy] --> m133[C_cy] + m202[C_cy] + 3.0 m32[C_cy] + m38[C_cy] + m4[C_cy] + m643[C_cy] + m82[C_cy]
R1344,thiazole phosphate synthesis (xylulose 5-phosphate),metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,m10[C_cy] + m272[C_cy] + m443[C_cy] + m444[C_cy] + m938[C_cy] --> m133[C_cy] + m202[C_cy] + 3.0 m32[C_cy] + m38[C_cy] + m4[C_cy] + m643[C_cy] + m82[C_cy]
R1350,tryptophan transport,transport,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,"C_cy,C_mi",0,0,,,m772[C_cy] --> m989[C_mi]
R1351,tyrosine transport,transport,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,"C_cy,C_mi",0,0,,,m992[C_cy] --> m997[C_mi]
R1352,tyrosine transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_pe",0,0,,,m992[C_cy] <=> m994[C_pe]
R1353,UMP transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_nu",0,0,,,m149[C_cy] <=> m1002[C_nu]
R1359,water diffusion,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_go",0,0,,,m32[C_cy] <=> m835[C_go]
R137,alkaline phosphatase (dihydroneopterin),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m282[C_cy] + 3.0 m32[C_cy] --> m283[C_cy] + 3.0 m35[C_cy]
R1372,yeast 5 biomass pseudoreaction,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,7.8432973114156e-06 m1008[C_cy] + 3.47912799027774e-05 m1123[C_cy] + 1.0895163969554e-05 m114[C_cy] + 8.17900264381083e-06 m130[C_cy] + 2.5055825263316e-05 m1324[C_cy] + 3.05186665813837e-05 m1400[C_cy] + 0.00180975692827605 m141[C_cy] + 2.04475066095271e-06 m149[C_cy] + 5.24921065199799e-06 m267[C_cy] + 9.91856663894969e-06 m272[C_cy] + 7.14136798004378e-07 m294[C_cy] + 4.15053865506818e-06 m310[C_cy] + 5.24921065199799e-06 m319[C_cy] + 0.00180975692827605 m32[C_cy] + 7.75174131167145e-06 m441[C_cy] + 1.30925079634136e-06 m443[C_cy] + 7.41603597927623e-08 m459[C_cy] + 7.41603597927623e-08 m465[C_cy] + 1.09562013027167e-07 m505[C_cy] + 8.17900264381083e-06 m50[C_cy] + 1.58391879557381e-05 m549[C_cy] + 2.28889999360378e-06 m615[C_cy] + 5.24921065199799e-06 m743[C_cy] + 1.52593332906918e-06 m74[C_cy] + 3.93690798899849e-06 m765[C_cy] + 6.01217731653258e-06 m770[C_cy] + 8.54522664278743e-07 m772[C_cy] + 7.62966664534592e-06 m775[C_cy] + 7.2939613129507e-06 m793[C_cy] + 3.47912799027774e-06 m859[C_cy] + 1.55645199565057e-06 m86[C_cy] + 1.09562013027167e-07 m89[C_cy] + 2.74667999232453e-08 m926[C_cy] + 1.55645199565057e-06 m93[C_cy] + 1.52593332906918e-06 m95[C_cy] + 6.10373331627673e-07 m964[C_cy] + 2.94505132510352e-06 m992[C_cy] --> 0.00179144572832722 m10[C_cy] + 3.05186665813837e-05 m1401[C_cy] + 0.00180975692827605 m143[C_cy] + 0.00180975692827605 m35[C_cy]
R1374,kynurenine aminotransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m4[C_cy] + m752[C_cy] <=> m114[C_cy] + m1403[C_cy] + m32[C_cy]
R1394,B-ketoacyl-ACP synthase (acetoacetyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m180[C_mi] + m28[C_mi] + m801[C_mi] --> m1410[C_mi] + m179[C_mi] + m44[C_mi]
R1395,B-ketoacyl-ACP synthase (3-oxo-hexanoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m1411[C_mi] + m28[C_mi] + m801[C_mi] --> m1412[C_mi] + m179[C_mi] + m44[C_mi]
R1396,B-ketoacyl-ACP synthase (3-oxo-octanoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m1413[C_mi] + m28[C_mi] + m801[C_mi] --> m1414[C_mi] + m179[C_mi] + m44[C_mi]
R1397,3-oxoacyl-ACP reductase (3-hydroxybutanoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m1410[C_mi] + m176[C_mi] + m28[C_mi] --> m1415[C_mi] + m178[C_mi]
R1398,3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m1412[C_mi] + m176[C_mi] + m28[C_mi] --> m1416[C_mi] + m178[C_mi]
R1399,3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m1414[C_mi] + m176[C_mi] + m28[C_mi] --> m1417[C_mi] + m178[C_mi]
R14,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m45[C_mi] + m46[C_mi] --> m47[C_mi] + m48[C_mi]
R1400,3-hydroxyacyl-thioester dehydratase (trans-but-2-enoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_mi,0,0,,,m1415[C_mi] <=> m1418[C_mi] + m26[C_mi]
R1401,3-hydroxyacyl-thioester dehydratase (trans-hex-2-enoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_mi,0,0,,,m1416[C_mi] <=> m1419[C_mi] + m26[C_mi]
R1402,3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_mi,0,0,,,m1417[C_mi] <=> m1420[C_mi] + m26[C_mi]
R1403,enoyl-ACP reductase (butanoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m1418[C_mi] + m176[C_mi] + m28[C_mi] --> m1411[C_mi] + m178[C_mi]
R1404,enoyl-ACP reductase (hexanoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m1419[C_mi] + m176[C_mi] + m28[C_mi] --> m1413[C_mi] + m178[C_mi]
R1405,enoyl-ACP reductase (octanoyl-ACP),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m1420[C_mi] + m176[C_mi] + m28[C_mi] --> m1421[C_mi] + m178[C_mi]
R145,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,m109[C_cy] + m300[C_cy] + m32[C_cy] --> m10[C_cy] + m301[C_cy] + m302[C_cy] + m38[C_cy]
R150,arabinose reductase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m10[C_cy] + m308[C_cy] + m40[C_cy] --> m309[C_cy] + m41[C_cy]
R154,arginyl-tRNA synthetase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m141[C_cy] + m310[C_cy] + m314[C_cy] --> m203[C_cy] + m315[C_cy] + m86[C_cy]
R157,Asparaginyl-tRNA synthetase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m141[C_cy] + m319[C_cy] + m320[C_cy] --> m203[C_cy] + m321[C_cy] + m86[C_cy]
R1595,"glycerol 3-phosphate transport, cytoplasm-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_em",0,0,,,m562[C_cy] <=> m574[C_em]
R1600,"CDP transport, cytoplasm-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_em",0,0,,,m500[C_cy] <=> m1600[C_em]
R1602,"CDP-ethanolamine transport, cytoplasm-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_em",0,0,,,m880[C_cy] <=> m1602[C_em]
R1603,"CDP-choline transport, cytoplasm-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_em",0,0,,,m407[C_cy] <=> m1603[C_em]
R1610,"episterol transport, cytoplasm-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_em",0,0,,,m362[C_cy] <=> m232[C_em]
R1611,"fecosterol transport, cytoplasm-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_em",0,0,,,m363[C_cy] <=> m237[C_em]
R1612,"lanosterol transport, cytoplasm-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_em",0,0,,,m449[C_cy] <=> m239[C_em]
R1635,"docosanoyl-CoA transport, lipid particle-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_lp",0,0,,,m1509[C_lp] <=> m1520[C_cy]
R1643,"sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_en",0,0,,,m1613[C_en] <=> m578[C_cy]
R1644,"1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_en",0,0,,,m1614[C_en] <=> m1054[C_cy]
R1645,"palmitate transport, cell envelope-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_en",0,0,,,m1615[C_en] <=> m1223[C_cy]
R1647,"stearate transport, cell envelope-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_en",0,0,,,m1616[C_en] <=> m1096[C_cy]
R1649,"icosanoyl-CoA transport, cell envelope-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_en",0,0,,,m1498[C_en] <=> m1518[C_cy]
R165,Aspartyl-tRNA synthetase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m141[C_cy] + m267[C_cy] + m335[C_cy] --> m203[C_cy] + m336[C_cy] + m86[C_cy]
R1650,"docosanoyl-CoA transport, cell envelope-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_en",0,0,,,m1500[C_en] <=> m1520[C_cy]
R1651,"tetracosanoyl-CoA transport, cell envelope-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_en",0,0,,,m1502[C_en] <=> m1374[C_cy]
R1652,"hexacosanoyl-CoA transport, cell envelope-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_en",0,0,,,m1504[C_en] <=> m1251[C_cy]
R1667,"palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mm",0,0,,,m1516[C_cy] <=> m1624[C_mm]
R1668,"oleoyl-CoA transport, cytoplasm-mitochondrial membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mm",0,0,,,m1517[C_cy] <=> m1625[C_mm]
R1669,"palmitate transport, mitochondrial membrane-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mm",0,0,,,m1626[C_mm] <=> m1223[C_cy]
R1670,"stearate transport, mitochondrial membrane-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mm",0,0,,,m1627[C_mm] <=> m1096[C_cy]
R1671,"coenzyme A transport, mitochondrial membrane-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mm",0,0,,,m792[C_mm] <=> m69[C_cy]
R1690,"lignoceric acid transport, cell envelope-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_em,C_en",0,0,,,m1501[C_en] <=> m1506[C_em]
R1691,"cerotic acid transport, cell envelope-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_em,C_en",0,0,,,m1503[C_en] <=> m1507[C_em]
R1709,heme a transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m609[C_mi] <=> m1635[C_cy]
R1719,"lysoPI acyltransferase, ER membrane",metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_em,0,0,,,m1647[C_em] + m567[C_em] <=> m1648[C_em] + m233[C_em]
R1723,CL phospholipase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mm,0,0,,,m1623[C_mm] + m1651[C_mm] --> m1654[C_mm] + m1655[C_mm] + m382[C_mm]
R1724,MLCL:PC acyltransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_mm,0,0,,,m1654[C_mm] + m791[C_mm] <=> m1651[C_mm] + m789[C_mm]
R1727,"lysoPC acyltransferase, mitochondrial membrane",metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_mm,0,0,,,m789[C_mm] + m790[C_mm] --> m791[C_mm] + m792[C_mm]
R1732,PC phospholipase B,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_en,0,0,,,m1594[C_en] + m1659[C_en] --> m1660[C_en] + m1661[C_en] + m24[C_en]
R1733,LPC phospholipase B,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_en,0,0,,,m1594[C_en] + m1660[C_en] --> m1613[C_en] + m1661[C_en] + m24[C_en]
