rxn_id,rxn_name,rxn_type,root_cause,detail,has_gpr,lb,ub,compartments,n_orphan_mets,n_deadend_mets,orphan_mets,deadend_mets,reaction_str
R1354,uracil exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1117[C_ex],,m1117[C_ex] --> 
R1356,uridine exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1119[C_ex],,m1119[C_ex] --> 
R1366,xanthosine exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1386[C_ex],,m1386[C_ex] --> 
R1368,xylitol exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1388[C_ex],,m1388[C_ex] --> 
R1369,zymosterol exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1390[C_ex],,m1390[C_ex] --> 
R1712,raffinose exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1636[C_ex],,m1636[C_ex] --> 
R1713,melibiose exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1637[C_ex] --> 
R1967,EXC_OUT_m1824,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1824[C_ex] --> 
R1983,2-Deoxy-D-Ribose exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1837[C_ex] --> 
R1984,Palatinose exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1838[C_ex],,m1838[C_ex] --> 
R1986,Salicin exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1841[C_ex],,m1841[C_ex] --> 
R1990,5-aminopentanoate exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1844[C_ex],,m1844[C_ex] --> 
R1992,D-glucosamine exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1847[C_ex] --> 
R1994,(R)-3-Hydroxybutanoate exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1849[C_ex],,m1849[C_ex] --> 
R1998,5-dehydro-D-gluconate exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1851[C_ex],,m1851[C_ex] --> 
R2005,3-oxalomalate(3-) exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1856[C_ex],,m1856[C_ex] --> 
R2018,Gly-Asp exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1869[C_ex] --> 
R2026,Gly-Glu exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1860[C_ex] --> 
R2031,Ala-Gly exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1876[C_ex] --> 
R2036,Gly-Pro exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1864[C_ex] --> 
R2061,Magnesium exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,-1000.0,1000.0,C_ex,0,0,,,m1892[C_ex] <=> 
R2208,Indole_3_acetonitrile exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1895[C_ex],,m1895[C_ex] --> 
R2211,alpha_Aminopropiononitrile exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1897[C_ex],,m1897[C_ex] --> 
R2214,gamma_Amino_gamma_cyanobutanoate exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1899[C_ex],,m1899[C_ex] --> 
R2270,pyridoxal exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,-1000.0,1000.0,C_ex,0,0,,,mpyridoxal[C_ex] <=> 
R2272,hexadecane exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1787[C_ex] --> 
R2273,triolein exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,mtriolein[C_ex],,mtriolein[C_ex] --> 
R2275,tributyrin exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1807[C_ex],,m1807[C_ex] --> 
R941,(1-3)-beta-D-glucan exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m510[C_ex],,m510[C_ex] --> 
R943,(R)-carnitine exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1069[C_ex] --> 
R947,"(R,R)-2,3-butanediol exchange",exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1020[C_ex] --> 
R948,(S)-lactate exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1079[C_ex],,m1079[C_ex] --> 
R950,1-(sn-glycero-3-phospho)-1D-myo-inositol exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1053[C_ex] --> 
R951,1-acylglycerophosphocholine exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1133[C_ex] --> 
R954,2'-deoxyadenosine exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1135[C_ex],,m1135[C_ex] --> 
R955,2'-deoxyguanosine exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1137[C_ex],,m1137[C_ex] --> 
R956,2'-deoxyinosine exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1139[C_ex],,m1139[C_ex] --> 
R957,2'-deoxyuridine exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1141[C_ex],,m1141[C_ex] --> 
R987,5-aminolevulinate exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,1,0,m1022[C_ex],,m1022[C_ex] --> 
R991,5-formyltetrahydrofolic acid exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1023[C_ex] --> 
R992,"7,8-diaminononanoate exchange",exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1152[C_ex] --> 
R994,8-amino-7-oxononanoate exchange,exchange,exchange_closed,"boundary, metabolite unreachable",False,0.0,1000.0,C_ex,0,0,,,m1024[C_ex] --> 
R1375,spontaneous kynurenic acid to quinaldic acid,metabolic,missing_consumer,deadend product: m1404[C_cy],False,0.0,1000.0,C_cy,0,1,,m1404[C_cy],m1403[C_cy] --> m1404[C_cy]
R1380,tryptophan transaminase,metabolic,missing_consumer,deadend product: m986[C_cy],True,0.0,1000.0,C_cy,0,1,,m986[C_cy],m772[C_cy] + m860[C_cy] --> m859[C_cy] + m986[C_cy]
R168,ATP adenylyltransferase,metabolic,missing_consumer,deadend product: m339[C_cy],True,0.0,1000.0,C_cy,0,1,,m339[C_cy],m10[C_cy] + m143[C_cy] + m266[C_cy] --> m339[C_cy] + m35[C_cy]
R169,ATP adenylyltransferase,metabolic,missing_consumer,deadend product: m340[C_cy],True,0.0,1000.0,C_cy,0,1,,m340[C_cy],m266[C_cy] + m268[C_cy] --> 4.0 m10[C_cy] + m340[C_cy] + m35[C_cy]
R1716,phosphatidylinositol 4-kinase,metabolic,missing_consumer,deadend product: m1643[C_vm],True,0.0,1000.0,C_vm,0,1,,m1643[C_vm],m16[C_vm] + m897[C_vm] --> m1643[C_vm] + m18[C_vm] + m19[C_vm]
R1735,LPE phospholipase B,metabolic,missing_consumer,deadend product: m1664[C_en],True,0.0,1000.0,C_en,0,1,,m1664[C_en],m1594[C_en] + m1663[C_en] --> m1661[C_en] + m1664[C_en] + m24[C_en]
R1737,LPS phospholipase B,metabolic,missing_consumer,deadend product: m1667[C_en],True,0.0,1000.0,C_en,0,1,,m1667[C_en],m1594[C_en] + m1666[C_en] --> m1661[C_en] + m1667[C_en] + m24[C_en]
R1740,"PI 4,5-P2 phospholipase C",metabolic,missing_consumer,deadend product: m1671[C_cy],True,0.0,1000.0,C_cy,0,1,,m1671[C_cy],m1669[C_cy] + m32[C_cy] --> m10[C_cy] + m1670[C_cy] + m1671[C_cy]
R175,biotin-[acetyl-CoA-carboxylase] ligase,metabolic,missing_consumer,deadend product: m349[C_cy],True,0.0,1000.0,C_cy,0,1,,m349[C_cy],m141[C_cy] + m348[C_cy] --> m10[C_cy] + m203[C_cy] + m349[C_cy]
R1774,diacylglycerol pyrophosphate phosphatase,metabolic,missing_consumer,deadend product: m1703[C_vm],True,0.0,1000.0,C_vm,0,1,,m1703[C_vm],m1617[C_vm] + m1686[C_vm] --> m1618[C_vm] + m1703[C_vm]
R1942,L-Serine hydro-lyase,metabolic,missing_consumer,deadend product: m1814[C_cy],True,0.0,1000.0,C_cy,0,1,,m1814[C_cy],m441[C_cy] --> m1814[C_cy] + m32[C_cy]
R1952,2'-Deoxyinosine-5'-triphosphate pyrophosphohydrolase,metabolic,missing_consumer,deadend product: m1808[C_cy],True,0.0,1000.0,C_cy,0,1,,m1808[C_cy],m32[C_cy] + m845[C_cy] --> m10[C_cy] + m1808[C_cy] + m203[C_cy]
R1970,(S)3-methyl-2-oxopentanoate dehydrogenase,metabolic,missing_consumer,deadend product: m1830[C_mi],True,0.0,1000.0,C_mi,0,1,,m1830[C_mi],m27[C_mi] + m28[C_mi] + m489[C_mi] + m73[C_mi] --> m1830[C_mi] + m30[C_mi] + m44[C_mi]
R1988,Salicin 6-phosphate glucohydrolase,metabolic,missing_consumer,deadend product: m1843[C_cy],False,0.0,1000.0,C_cy,0,1,,m1843[C_cy],2.0 m10[C_cy] + m1842[C_cy] + m32[C_cy] --> m1843[C_cy] + m296[C_cy]
R2094,S-Adenosyl-L-methionine:catechol O-methyltransferase,metabolic,missing_consumer,deadend product: m1951[C_cy],True,0.0,1000.0,C_cy,0,1,,m1951[C_cy],m1950[C_cy] + m256[C_cy] --> m10[C_cy] + m1951[C_cy] + m255[C_cy]
R2098,S-Adenosyl-L-methionine:catechol O-methyltransferase,metabolic,missing_consumer,deadend product: m1957[C_cy],True,0.0,1000.0,C_cy,0,1,,m1957[C_cy],m1956[C_cy] + m256[C_cy] --> m1957[C_cy] + m255[C_cy]
R2105,UDP-N-Acetyl-D-glucosamine:N-acetyl-D-glucosaminyl diphosphodolichol N-acetyl-D-glucosaminyltransferase,metabolic,missing_consumer,deadend product: m1969[C_er],True,0.0,1000.0,C_er,0,1,,m1969[C_er],m1965[C_er] + m1968[C_er] --> m1966[C_er] + m1969[C_er]
R2136,"dihydroceramide, NADPH: oxygen oxidoreductase",metabolic,missing_consumer,deadend product: m1986[C_er],True,0.0,1000.0,C_er,0,1,,m1986[C_er],m102[C_er] + m103[C_er] + m1985[C_er] + m387[C_er] --> m104[C_er] + m1986[C_er] + m389[C_er]
R2137,UDP-D-glucuronate carboxy-lyase,metabolic,missing_consumer,deadend product: m1987[C_cy],True,0.0,1000.0,C_cy,0,1,,m1987[C_cy],m1723[C_cy] --> m1987[C_cy] + m82[C_cy]
R2191,NO NAME,metabolic,missing_consumer,deadend product: m2027[C_cy],True,0.0,1000.0,C_cy,0,1,,m2027[C_cy],m109[C_cy] + m10[C_cy] + m123[C_cy] + m2026[C_cy] --> m122[C_cy] + m2027[C_cy] + m32[C_cy]
R2194,triacylglycerol acylhydrolase,metabolic,missing_consumer,deadend product: m2028[C_er],True,0.0,1000.0,C_er,0,1,,m2028[C_er],m2014[C_er] + m389[C_er] --> m2011[C_er] + m2028[C_er]
R2242,2 octaprenyl 6 hydroxyphenol methylase nuclear,metabolic,missing_consumer,deadend product: m1924[C_nu],True,0.0,1000.0,C_nu,0,1,,m1924[C_nu],m1923[C_nu] + m1925[C_nu] --> m1924[C_nu] + m1926[C_nu] + m627[C_nu]
R235,cis-prenyltransferase step 19,metabolic,missing_consumer,deadend product: m432[C_lp],True,0.0,1000.0,C_lp,0,1,,m432[C_lp],m412[C_lp] + m431[C_lp] --> m413[C_lp] + m432[C_lp]
R263,deoxyribokinase,metabolic,missing_consumer,deadend product: m473[C_cy],True,0.0,1000.0,C_cy,0,1,,m473[C_cy],m141[C_cy] + m472[C_cy] --> m143[C_cy] + m473[C_cy]
R317,g-glutamyltransferase,metabolic,missing_consumer,deadend product: m543[C_cy],True,0.0,1000.0,C_cy,0,1,,m543[C_cy],m114[C_cy] + m530[C_cy] --> m542[C_cy] + m543[C_cy]
R394,hnRNP arginine N-methyltransferase,metabolic,missing_consumer,deadend product: m623[C_cy],True,0.0,1000.0,C_cy,0,1,,m623[C_cy],m256[C_cy] + m615[C_cy] --> m10[C_cy] + m255[C_cy] + m623[C_cy]
R396,homocitrate synthase,metabolic,missing_consumer,deadend product: m628[C_nu],True,0.0,1000.0,C_nu,0,1,,m628[C_nu],m208[C_nu] + m625[C_nu] + m626[C_nu] --> m207[C_nu] + m628[C_nu]
R427,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m662[C_er] --> m386[C_er] + m663[C_er]
R428,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m664[C_er] --> m391[C_er] + m663[C_er]
R429,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m665[C_er] --> m390[C_er] + m663[C_er]
R430,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m666[C_er] --> m393[C_er] + m663[C_er]
R431,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m667[C_er] --> m388[C_er] + m663[C_er]
R432,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m668[C_er] --> m392[C_er] + m663[C_er]
R433,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m669[C_er] --> m397[C_er] + m663[C_er]
R434,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m670[C_er] --> m398[C_er] + m663[C_er]
R435,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m671[C_er] --> m399[C_er] + m663[C_er]
R436,IPS phospholipase C,metabolic,missing_consumer,deadend product: m663[C_er],True,0.0,1000.0,C_er,0,1,,m663[C_er],m389[C_er] + m672[C_er] --> m400[C_er] + m663[C_er]
R437,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m673[C_er] --> m386[C_er] + m674[C_er]
R438,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m675[C_er] --> m391[C_er] + m674[C_er]
R439,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m676[C_er] --> m390[C_er] + m674[C_er]
R440,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m677[C_er] --> m393[C_er] + m674[C_er]
R441,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m678[C_er] --> m388[C_er] + m674[C_er]
R442,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m679[C_er] --> m392[C_er] + m674[C_er]
R443,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m680[C_er] --> m397[C_er] + m674[C_er]
R444,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m681[C_er] --> m398[C_er] + m674[C_er]
R445,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m682[C_er] --> m399[C_er] + m674[C_er]
R446,IPS phospholipase C,metabolic,missing_consumer,deadend product: m674[C_er],True,0.0,1000.0,C_er,0,1,,m674[C_er],m389[C_er] + m683[C_er] --> m400[C_er] + m674[C_er]
R512,L-serine dehydrogenase,metabolic,missing_consumer,deadend product: m767[C_cy],True,0.0,1000.0,C_cy,0,1,,m767[C_cy],m41[C_cy] + m441[C_cy] --> 2.0 m10[C_cy] + m40[C_cy] + m767[C_cy]
R546,methionyl-tRNA formyltransferase,metabolic,missing_consumer,deadend product: m805[C_mi],True,0.0,1000.0,C_mi,0,1,,m805[C_mi],m534[C_mi] + m804[C_mi] --> m126[C_mi] + m28[C_mi] + m805[C_mi]
R567,NAD nucleosidase nuclear,metabolic,missing_consumer,deadend product: m818[C_nu],True,0.0,1000.0,C_nu,0,1,,m818[C_nu],m626[C_nu] + m817[C_nu] --> 2.0 m627[C_nu] + m818[C_nu] + m819[C_nu]
R569,NAD synthase,metabolic,missing_consumer,deadend product: m210[C_nu],True,0.0,1000.0,C_nu,0,1,,m210[C_nu],m206[C_nu] + m626[C_nu] + m821[C_nu] + m822[C_nu] --> m209[C_nu] + m210[C_nu] + m817[C_nu] + m823[C_nu]
R577,nicotinamide N-methyltransferase,metabolic,missing_consumer,deadend product: m830[C_cy],True,0.0,1000.0,C_cy,0,1,,m830[C_cy],m256[C_cy] + m829[C_cy] --> m255[C_cy] + m830[C_cy]
R579,nicotinamide-nucleotide adenylyltransferase,metabolic,missing_consumer,deadend product: m210[C_nu],True,0.0,1000.0,C_nu,0,1,,m210[C_nu],m206[C_nu] + m832[C_nu] --> m210[C_nu] + m817[C_nu]
R582,nicotinate-nucleotide diphosphorylase (carboxylating),metabolic,missing_consumer,deadend product: m828[C_mi],True,0.0,1000.0,C_mi,0,1,,m828[C_mi],3.0 m28[C_mi] + m827[C_mi] + m834[C_mi] --> m204[C_mi] + m44[C_mi] + m828[C_mi]
R663,Phytosphingosine phosphate lyase,metabolic,missing_consumer,deadend product: m895[C_er],True,0.0,1000.0,C_er,0,2,,m895[C_er];m896[C_er],m894[C_er] --> m102[C_er] + m895[C_er] + m896[C_er]
R666,polyamine oxidase,metabolic,missing_consumer,deadend product: m899[C_cy],True,0.0,1000.0,C_cy,0,1,,m899[C_cy],m109[C_cy] + m32[C_cy] + m898[C_cy] --> m10[C_cy] + m280[C_cy] + m301[C_cy] + m899[C_cy]
R692,pyruvate decarboxylase (acetoin-forming),metabolic,missing_consumer,deadend product: m174[C_cy],True,0.0,1000.0,C_cy,0,1,,m174[C_cy],m173[C_cy] + m4[C_cy] --> m174[C_cy] + m82[C_cy]
R727,sirohydrochlorin ferrochetalase,metabolic,missing_consumer,deadend product: m949[C_cy],True,0.0,1000.0,C_cy,0,1,,m949[C_cy],m947[C_cy] + m948[C_cy] --> 3.0 m10[C_cy] + m949[C_cy]
R730,sphinganine phosphate lyase,metabolic,missing_consumer,deadend product: m896[C_er],True,0.0,1000.0,C_er,0,2,,m896[C_er];m951[C_er],m950[C_er] --> m102[C_er] + m896[C_er] + m951[C_er]
R747,taurine dioxygenase,metabolic,missing_consumer,deadend product: m968[C_cy],True,0.0,1000.0,C_cy,0,1,,m968[C_cy],m109[C_cy] + m10[C_cy] + m51[C_cy] + m967[C_cy] --> m541[C_cy] + m82[C_cy] + m879[C_cy] + m968[C_cy]
R75,acetaldehyde condensation,metabolic,missing_consumer,deadend product: m174[C_cy],True,0.0,1000.0,C_cy,0,1,,m174[C_cy],2.0 m173[C_cy] --> m174[C_cy]
R753,thiamine-diphosphate kinase,metabolic,missing_consumer,deadend product: m976[C_cy],True,0.0,1000.0,C_cy,0,1,,m976[C_cy],m141[C_cy] + m975[C_cy] --> m143[C_cy] + m976[C_cy]
R770,tryptophan transaminase,metabolic,missing_consumer,deadend product: m986[C_cy],True,0.0,1000.0,C_cy,0,1,,m986[C_cy],m51[C_cy] + m772[C_cy] --> m10[C_cy] + m50[C_cy] + m986[C_cy]
R777,UDP-glucose:ergosterol glucosyltransferase,metabolic,missing_consumer,deadend product: m1001[C_cy],True,0.0,1000.0,C_cy,0,1,,m1001[C_cy],m1000[C_cy] + 2.0 m10[C_cy] + m8[C_cy] --> m1001[C_cy] + m11[C_cy]
R1194,L-1-pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-hydroxyglutamate semialdehyde,metabolic,missing_producer,orphan substrate: m753[C_mi],False,0.0,1000.0,C_mi,1,0,m753[C_mi],,m26[C_mi] + m28[C_mi] + m753[C_mi] --> m755[C_mi]
R141,"alpha 1,2-mannosyltransferase",metabolic,missing_producer,orphan substrate: m289[C_go],True,0.0,1000.0,C_go,1,1,m289[C_go],m291[C_go],m289[C_go] + m290[C_go] --> m291[C_go] + m292[C_go] + m293[C_go]
R144,amidase,metabolic,missing_producer,orphan substrate: m298[C_cy],True,0.0,1000.0,C_cy,1,1,m298[C_cy],m299[C_cy],m298[C_cy] + m32[C_cy] --> m10[C_cy] + m299[C_cy] + m38[C_cy]
R1460,"fatty-acid--CoA ligase (arachidate), cell envelope",metabolic,missing_producer,orphan substrate: m1494[C_en],True,0.0,1000.0,C_en,2,2,m1494[C_en];m1495[C_en],m1496[C_en];m1497[C_en],m1494[C_en] + m1495[C_en] + m21[C_en] --> m1496[C_en] + m1497[C_en] + m1498[C_en]
R1461,"fatty-acid--CoA ligase (behenate), cell envelope",metabolic,missing_producer,orphan substrate: m1494[C_en],True,0.0,1000.0,C_en,2,2,m1494[C_en];m1499[C_en],m1496[C_en];m1497[C_en],m1494[C_en] + m1499[C_en] + m21[C_en] --> m1496[C_en] + m1497[C_en] + m1500[C_en]
R1462,"fatty-acid--CoA ligase (lignoceric acid), cell envelope",metabolic,missing_producer,orphan substrate: m1494[C_en],True,0.0,1000.0,C_en,1,2,m1494[C_en],m1496[C_en];m1497[C_en],m1494[C_en] + m1501[C_en] + m21[C_en] --> m1496[C_en] + m1497[C_en] + m1502[C_en]
R1463,"fatty-acid--CoA ligase (cerotic acid), cell envelope",metabolic,missing_producer,orphan substrate: m1494[C_en],True,0.0,1000.0,C_en,1,2,m1494[C_en],m1496[C_en];m1497[C_en],m1494[C_en] + m1503[C_en] + m21[C_en] --> m1496[C_en] + m1497[C_en] + m1504[C_en]
R1464,"fatty-acid--CoA ligase (behenate), ER membrane",metabolic,missing_producer,orphan substrate: m1505[C_em],True,0.0,1000.0,C_em,1,0,m1505[C_em],,m1469[C_em] + m1505[C_em] + m233[C_em] --> m1434[C_em] + m1471[C_em] + m380[C_em]
R1467,"fatty-acid--CoA ligase (behenate), lipid particle",metabolic,missing_producer,orphan substrate: m1508[C_lp],True,0.0,1000.0,C_lp,1,0,m1508[C_lp],,m1477[C_lp] + m1508[C_lp] + m573[C_lp] --> m1479[C_lp] + m1509[C_lp] + m413[C_lp]
R155,arginyl-tRNA synthetase,metabolic,missing_producer,orphan substrate: m317[C_mi],True,0.0,1000.0,C_mi,1,1,m317[C_mi],m318[C_mi],m316[C_mi] + m317[C_mi] + m46[C_mi] --> m204[C_mi] + m318[C_mi] + m48[C_mi]
R158,"asparaginyl-tRNA synthetase, miotchondrial",metabolic,missing_producer,orphan substrate: m323[C_mi],True,0.0,1000.0,C_mi,1,1,m323[C_mi],m324[C_mi],m322[C_mi] + m323[C_mi] + m46[C_mi] --> m204[C_mi] + m324[C_mi] + m48[C_mi]
R166,Aspartyl-tRNA synthetase,metabolic,missing_producer,orphan substrate: m337[C_mi],True,0.0,1000.0,C_mi,1,1,m337[C_mi],m338[C_mi],m329[C_mi] + m337[C_mi] + m46[C_mi] --> m204[C_mi] + m338[C_mi] + m48[C_mi]
R1711,raffinose invertase,metabolic,missing_producer,orphan substrate: m1636[C_ex],True,0.0,1000.0,C_ex,1,0,m1636[C_ex],,m1636[C_ex] + m214[C_ex] --> m1637[C_ex] + m963[C_ex]
R173,"beta-1,4 mannosyltransferase",metabolic,missing_producer,orphan substrate: m344[C_cy],True,0.0,1000.0,C_cy,1,1,m344[C_cy],m345[C_cy],m343[C_cy] + m344[C_cy] --> m268[C_cy] + m345[C_cy]
R1760,"lysoPA phosphatase, cytoplasm",metabolic,missing_producer,orphan substrate: m1689[C_cy],True,0.0,1000.0,C_cy,1,1,m1689[C_cy],m1690[C_cy],m1689[C_cy] + m32[C_cy] --> m1690[C_cy] + m35[C_cy]
R1761,"lysoPA phosphatase, vacuolar membrane",metabolic,missing_producer,orphan substrate: m1691[C_vm],True,0.0,1000.0,C_vm,1,1,m1691[C_vm],m1692[C_vm],m1617[C_vm] + m1691[C_vm] --> m1618[C_vm] + m1692[C_vm]
R1762,"lysoPA phosphatase, Golgi membrane",metabolic,missing_producer,orphan substrate: m1693[C_gm],True,0.0,1000.0,C_gm,1,1,m1693[C_gm],m1694[C_gm],m1619[C_gm] + m1693[C_gm] --> m1620[C_gm] + m1694[C_gm]
R1764,"DAG lipase, mitochondrion",metabolic,missing_producer,orphan substrate: m1696[C_mi],True,0.0,1000.0,C_mi,1,1,m1696[C_mi],m1697[C_mi],m1696[C_mi] + m26[C_mi] --> m1697[C_mi] + m1698[C_mi] + m28[C_mi]
R1895,extracellular tributyrin hydrolysis,metabolic,missing_producer,orphan substrate: m1807[C_ex],True,0.0,1000.0,C_ex,1,0,m1807[C_ex],,m1807[C_ex] + m214[C_ex] --> m1459[C_ex] + m1805[C_ex]
R1908,ATP:pantothenate 4'-phosphotransferase,metabolic,missing_producer,orphan substrate: m1721[C_cy],True,0.0,1000.0,C_cy,1,0,m1721[C_cy],,m141[C_cy] + m1721[C_cy] --> m143[C_cy] + m854[C_cy]
R1909,ATP:pantothenate 4'-phosphotransferase,metabolic,missing_producer,orphan substrate: m1722[C_cy],True,0.0,1000.0,C_cy,1,0,m1722[C_cy],,m141[C_cy] + m1722[C_cy] --> m10[C_cy] + m143[C_cy] + m887[C_cy]
R1912,ADP-ribose ribophosphohydrolase,metabolic,missing_producer,orphan substrate: m1725[C_cy],True,0.0,1000.0,C_cy,1,0,m1725[C_cy],,2.0 m10[C_cy] + m1725[C_cy] + m32[C_cy] --> m86[C_cy] + m889[C_cy]
R1930,cellobiose glucohydrolase,metabolic,missing_producer,orphan substrate: m1813[C_cy],True,0.0,1000.0,C_cy,1,0,m1813[C_cy],,m1813[C_cy] + m32[C_cy] --> 2.0 m295[C_cy]
R1932,5-oxo-L-proline amidohydrolase (ATP-hydrolysing),metabolic,missing_producer,orphan substrate: m1809[C_cy],True,0.0,1000.0,C_cy,1,0,m1809[C_cy],,m141[C_cy] + m1809[C_cy] + 2.0 m32[C_cy] --> m143[C_cy] + m35[C_cy] + m50[C_cy]
