reaction_id,reaction_name,reaction_type,has_annotation,has_real_annotation,annotation_keys,has_bigg,has_kegg,has_metanetx,has_rhea,has_ec,has_sbo,has_gpr,n_genes,gene_has_ec,gene_ec_codes,gene_has_uniprot,n_metabolites,met_mnxm_coverage,met_all_have_mnxm,compartments,is_blocked
R418,indole-3-glycerol-phosphate synthase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,4.1.1.48|4.1.3.27,True,5,1.0,True,C_cy,False
R419,inorganic diphosphatase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,2,False,,False,4,1.0,True,C_cy,False
R420,inorganic diphosphatase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,2,False,,False,4,1.0,True,C_mi,False
R421,inosine monophosphate cyclohydrolase,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,3,1.0,True,C_cy,False
R422,"inositol-1,3,4,5,6-pentakisphosphate 2-kinase",metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,2.7.1.158,True,5,0.8,False,C_nu,False
R423,"inositol-1,3,4,5-triphosphate 6-kinase, nucleus",metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,False,False,False,True,1,True,2.7.-.-,True,5,0.8,False,C_nu,True
R424,"inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus",metabolic,False,False,,False,False,False,False,False,False,True,1,True,2.7.-.-,True,5,0.8,False,C_nu,True
R425,"inositol-1,4,5-triphosphate 6-kinase, nucleus",metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,2.7.-.-,True,5,1.0,True,C_nu,True
R426,"inositol-1,4,5-trisphosphate 3-kinase, nucleus",metabolic,False,False,,False,False,False,False,False,False,True,1,True,2.7.-.-,True,5,1.0,True,C_nu,True
R427,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,1.0,True,C_er,True
R428,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,1.0,True,C_er,True
R429,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R430,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R431,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R432,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R433,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R434,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R435,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R436,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R437,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R438,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R439,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_er,True
R440,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_er,True
R441,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_er,True
R442,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_er,True
R443,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_er,True
R444,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_er,True
R445,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_er,True
R446,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_er,True
R447,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R448,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,1.0,True,C_mi,True
R449,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R450,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R451,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R452,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R453,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R454,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R455,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R456,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R457,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,1.0,True,C_mi,True
R458,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,1.0,True,C_mi,True
R459,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R460,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R461,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R462,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R463,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R464,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R465,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R466,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R467,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R468,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_mi,True
R469,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_mi,True
R470,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_mi,True
R471,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_mi,True
R472,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_mi,True
R473,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_mi,True
R474,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_mi,True
R475,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_mi,True
R476,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.5,False,C_mi,True
R477,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R478,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,1.0,True,C_er,True
R479,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R480,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R481,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R482,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R483,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R484,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R485,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R486,IPS phospholipase C,metabolic,False,False,,False,False,False,False,False,False,True,1,False,,True,4,0.75,False,C_er,True
R487,isocitrate dehydrogenase (NAD+),metabolic,True,True,"metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr",False,False,True,True,False,False,True,2,True,1.1.1.41,True,6,1.0,True,C_mi,False
R488,isocitrate dehydrogenase (NADP),metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metanetx.reaction,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,False,False,False,True,1,True,1.1.1.42,True,5,1.0,True,C_cy,False
R489,"isocitrate dehydrogenase (NADP+), peroxisomal",metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metanetx.reaction,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,False,False,False,True,1,True,1.1.1.42,True,5,1.0,True,C_pe,False
R490,isocitrate lyase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metanetx.reaction,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,False,False,False,True,2,True,4.1.3.1|4.1.3.30,True,3,1.0,True,C_cy,False
R491,isoleucine transaminase,metabolic,True,True,"kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",False,True,True,True,False,False,True,1,True,2.6.1.42,True,4,1.0,True,C_cy,True
R492,isoleucine transaminase,metabolic,True,True,"kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",False,True,True,True,False,False,True,1,True,2.6.1.42,True,4,1.0,True,C_mi,False
R493,isoleucyl-tRNA synthetase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,True,6.1.1.5,True,6,1.0,True,C_cy,True
R494,isoleucyl-tRNA synthetase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,True,6.1.1.5,True,6,0.8333,False,C_mi,True
R495,isopentenyl-diphosphate D-isomerase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,5.3.3.2,True,2,1.0,True,C_cy,False
R496,itaconate-CoA ligase (ADP-forming),metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metanetx.reaction,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,False,False,False,True,2,True,6.2.1.5,True,6,1.0,True,C_mi,True
R497,ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate),metabolic,False,False,,False,False,False,False,False,False,True,1,True,1.1.1.86,True,5,1.0,True,C_mi,False
R498,kynureninase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,3.7.1.3,True,5,1.0,True,C_cy,False
R499,kynurenine 3-monooxygenase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,1.14.13.9,True,7,1.0,True,C_cy,False
R500,L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr",True,True,True,True,False,False,True,1,True,1.2.1.88,True,6,1.0,True,C_mi,True
R501,L-4-hydroxyglutamate semialdehyde dehydrogenase,metabolic,False,False,,False,False,False,False,False,False,True,1,True,1.2.1.88,True,6,1.0,True,C_mi,True
R502,L-alanine transaminase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,False,,True,4,1.0,True,C_mi,False
R503,L-allo-threonine aldolase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr",True,True,True,True,False,False,True,1,True,4.1.2.48,True,3,1.0,True,C_cy,True
R504,L-allo-threonine dehydrogenase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr",True,True,True,True,False,False,True,1,False,,False,5,1.0,True,C_cy,True
R506,L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase,metabolic,True,True,"kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr",False,True,True,True,False,False,True,2,True,2.6.1.1,True,4,1.0,True,C_cy,True
R507,L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase,metabolic,True,True,"kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr",False,True,True,True,False,False,True,2,True,2.6.1.1,True,4,1.0,True,C_mi,True
R508,L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase,metabolic,True,True,"kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr",False,True,True,True,False,False,True,2,True,2.6.1.1,True,4,1.0,True,C_pe,True
R509,L-hydroxyproline reductase (NADP),metabolic,False,False,,False,False,False,False,False,False,True,1,True,1.5.1.2,True,5,1.0,True,C_cy,True
R510,L-lactaldehyde:NADP+ 1-oxidoreductase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,5,False,,True,5,1.0,True,C_cy,False
R511,L-serine deaminase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,4.3.1.17,True,3,1.0,True,C_cy,False
R512,L-serine dehydrogenase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,False,,False,5,1.0,True,C_cy,True
R513,L-sorbitol dehydrogenase (L-sorbose-producing),metabolic,True,True,"metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,True,1,False,,True,5,1.0,True,C_cy,True
R514,L-threonine deaminase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,4.3.1.17,True,3,1.0,True,C_cy,False
R515,L-threonine deaminase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,4.3.1.19,True,3,1.0,True,C_mi,False
R516,"L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)",metabolic,True,True,"kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",False,True,True,True,False,False,True,1,True,1.13.11.52,True,3,1.0,True,C_cy,False
R517,lactaldehyde dehydrogenase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,False,0,False,,False,6,1.0,True,C_cy,False
R518,lactoylglutathione lyase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,4.4.1.5,True,3,1.0,True,C_cy,False
R519,lanosterol synthase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,5.4.99.-,True,2,1.0,True,C_cy,False
R520,leucine transaminase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,2.6.1.42,True,4,1.0,True,C_cy,True
R521,leucine transaminase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,2.6.1.42,True,4,1.0,True,C_mi,False
R522,leucyl-tRNA synthetase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,True,6.1.1.4,True,6,1.0,True,C_cy,True
R523,leucyl-tRNA synthetase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,False,,False,6,0.8333,False,C_mi,True
R524,leukotriene A4 hydrolase,metabolic,False,False,,False,False,False,False,False,False,True,1,True,3.3.2.10|3.4.11.-,True,3,1.0,True,C_cy,True
R525,leukotriene A4 hydrolase,metabolic,False,False,,False,False,False,False,False,False,True,1,True,3.3.2.10|3.4.11.-,True,3,1.0,True,C_nu,True
R526,leukotriene A4 hydrolase,metabolic,False,False,,False,False,False,False,False,False,True,1,True,3.3.2.10|3.4.11.-,True,3,1.0,True,C_cy,True
R527,leukotriene A4 hydrolase,metabolic,False,False,,False,False,False,False,False,False,True,1,True,3.3.2.10|3.4.11.-,True,3,1.0,True,C_nu,True
R528,leukotriene A4 hydrolase,metabolic,False,False,,False,False,False,False,False,False,True,1,True,3.3.2.10|3.4.11.-,True,3,1.0,True,C_cy,True
R529,leukotriene A4 hydrolase,metabolic,False,False,,False,False,False,False,False,False,True,1,True,3.3.2.10|3.4.11.-,True,3,1.0,True,C_nu,True
R530,lysophosphatidylcholine acyltransferase,metabolic,False,False,,False,False,False,False,False,False,False,0,False,,False,4,1.0,True,C_mm,True
R531,lysyl-tRNA synthetase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,True,6.1.1.6,True,6,1.0,True,C_cy,True
R532,lysyl-tRNA synthetase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,False,,True,6,0.8333,False,C_mi,True
R533,malate dehydrogenase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,2,True,1.1.1.37,True,5,1.0,True,C_mi,False
R534,"malate dehydrogenase, cytoplasmic",metabolic,False,False,,False,False,False,False,False,False,True,1,True,1.1.1.37,True,5,1.0,True,C_cy,False
R535,"malate dehydrogenase, peroxisomal",metabolic,False,False,,False,False,False,False,False,False,True,2,True,1.1.1.37,True,5,1.0,True,C_pe,False
R536,malate synthase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,2,True,2.3.3.9,True,6,1.0,True,C_cy,False
R537,malate synthase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,2,True,2.3.3.9,True,6,1.0,True,C_pe,False
R538,malic enzyme (NADP),metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,1.1.1.38,True,5,1.0,True,C_mi,False
R539,malonyl-CoA-ACP transacylase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,7,True,1.3.1.104|2.3.1.39,True,4,0.5,False,C_mi,False
R540,mannose-1-phosphate guanylyltransferase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr",True,True,True,True,False,False,True,2,True,2.7.7.13,True,5,1.0,True,C_cy,False
R541,mannose-6-phosphate isomerase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr",True,True,True,True,False,False,True,1,True,5.3.1.8,True,2,1.0,True,C_cy,False
R542,methenyltetrahydrifikate cyclohydrolase,metabolic,False,False,,False,False,False,False,False,False,True,2,True,1.5.1.5|3.5.4.9|6.3.4.3,True,4,1.0,True,C_mi,True
R543,methenyltetrahydrofolate cyclohydrolase,metabolic,True,True,"metanetx.reaction,seed.reaction,seedr",False,False,True,False,False,False,True,2,True,1.5.1.5|3.5.4.9|6.3.4.3,True,4,1.0,True,C_cy,False
R544,methionine adenosyltransferase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,2.5.1.6,True,6,1.0,True,C_cy,False
R545,methionine synthase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr",True,True,True,True,False,False,True,1,True,2.1.1.14,True,5,1.0,True,C_cy,False
R546,methionyl-tRNA formyltransferase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,True,2.1.2.9,True,5,1.0,True,C_mi,True
R547,methionyl-tRNA synthetase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,True,6.1.1.10,True,6,1.0,True,C_cy,True
R548,methionyl-tRNA synthetase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,True,6.1.1.10,True,6,0.8333,False,C_mi,True
R549,methylenetetrahydrofolate dehydrogenase (NAD),metabolic,False,False,,False,False,False,False,False,False,True,1,True,1.5.1.15,True,5,1.0,True,C_cy,False
R550,methylenetetrahydrofolate dehydrogenase (NADP),metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,2,True,1.5.1.5|3.5.4.9|6.3.4.3,True,4,1.0,True,C_cy,False
R551,methylenetetrahydrofolate dehydrogenase (NADP),metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,2,True,1.5.1.5|3.5.4.9|6.3.4.3,True,4,1.0,True,C_mi,True
R552,methylisocitrate lyase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,2,True,4.1.3.1|4.1.3.30,True,3,1.0,True,C_mi,False
R553,mevalonate kinase (atp),metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,2.7.1.36,True,5,1.0,True,C_cy,False
R554,mevalonate kinase (ctp),metabolic,False,False,,False,False,False,False,False,False,True,1,True,2.7.1.36,True,5,1.0,True,C_cy,False
R555,mevalonate kinase (gtp),metabolic,False,False,,False,False,False,False,False,False,True,1,True,2.7.1.36,True,5,1.0,True,C_cy,False
R556,mevalonate kinase (UTP),metabolic,False,False,,False,False,False,False,False,False,True,1,True,2.7.1.36,True,5,1.0,True,C_cy,False
R557,mevalonate pyrophoshate decarboxylase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,sabiork.reaction,sabiorkr,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,True,4.1.1.33,True,6,1.0,True,C_cy,False
R558,myo-inositol 1-phosphatase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,True,3.1.3.25,True,4,1.0,True,C_cy,False
R559,myo-inositol-1-phosphate synthase,metabolic,True,True,"bigg.reaction,biggr,metanetx.reaction",True,False,True,False,False,False,True,1,True,5.5.1.4,True,2,1.0,True,C_cy,False
R560,N-acetyl-g-glutamyl-phosphate reductase,metabolic,True,True,"bigg.reaction,biggr,kegg.reaction,keggr,metacyc.reaction,metacycr,metanetx.reaction,rh,rhea,seed.reaction,seedr,vmhr,vmhreaction",True,True,True,True,False,False,True,1,False,,False,6,1.0,True,C_mi,False
