reaction_id,reaction_name,type,n_metabolites,compartments,gene_reaction_rule,metabolite_mnxm_ids,metabolite_bigg_ids
R1241,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM57468,MNXM57468","—,—"
R1242,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM57467,MNXM57467","—,—"
R1243,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM57454,MNXM57454","—,—"
R1244,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM57453,MNXM57453","—,—"
R1245,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM57453,MNXM57453","—,—"
R1246,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM156797,MNXM156797","—,—"
R1247,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM57457,MNXM57457","—,—"
R1250,mannan transport,transport,2,"C_cy,C_er",,"MNXM1108024,MNXM1108024","—,—"
R1253,MIPC transport,transport,2,"C_er,C_go",,"MNXM158006,MNXM158006","—,—"
R1254,MIPC transport,transport,2,"C_er,C_go",,"MNXM157996,MNXM157996","—,—"
R1255,MIPC transport,transport,2,"C_er,C_go",,"MNXM157996,MNXM157996","—,—"
R1256,MIPC transport,transport,2,"C_er,C_go",,"MNXM61065,MNXM61065","—,—"
R1257,MIPC transport,transport,2,"C_er,C_go",,"MNXM531687,MNXM531687","—,—"
R1258,MIPC transport,transport,2,"C_er,C_go",,"MNXM106432,MNXM106432","—,—"
R1259,MIPC transport,transport,2,"C_er,C_go",,"MNXM157997,MNXM157997","—,—"
R1260,MIPC transport,transport,2,"C_er,C_go",,"MNXM157997,MNXM157997","—,—"
R1261,MIPC transport,transport,2,"C_er,C_go",,"MNXM61055,MNXM61055","—,—"
R1262,MIPC transport,transport,2,"C_er,C_go",,"MNXM61054,MNXM61054","—,—"
R1270,NMN transport,transport,2,"C_cy,C_nu",,"—,—","—,—"
R1271,NMN transport,transport,2,"C_cy,C_pe",,"—,—","—,—"
R1272,NMN transport,transport,2,"C_cy,C_ex",,"—,—","—,—"
R1275,O-acetylcarnintine transport into mitochondria,transport,2,"C_cy,C_mi",,"MNXM1130055,MNXM1130055","—,—"
R1280,octadecanoate (n-C18:0) transport,transport,2,"C_cy,C_ex",,"MNXM100233,MNXM100233","—,—"
R1288,palmitate exchange,exchange,1,C_ex,,MNXM100228,—
R1289,palmitoleate exchange,exchange,1,C_ex,,MNXM100069,—
R1291,panthetheine 4'-phosphate transport,transport,2,"C_cy,C_mi",,"—,—","—,—"
R1298,potassium exchange,exchange,1,C_ex,,—,—
R1304,pyridoxamine phosphatase,no_GPR,4,C_cy,,"WATER,MNXM366,MNXM9,MNXM548","h2o,pyam5p,pi,pydam"
R1311,pyruvate transport,transport,4,"C_cy,C_mi",,"MNXM23,MNXM1,MNXM23,MNXM1","pyr,h,pyr,h"
R1329,stearate exchange,exchange,1,C_ex,,MNXM100233,—
R1333,sulphate exchange,exchange,1,C_ex,,—,—
R1334,sulphite exchange,exchange,1,C_ex,,MNXM726340,—
R1339,thiamine(1+) diphosphate(1-) exchange,exchange,1,C_ex,,—,—
R1341,thiamine(1+) monophosphate exchange,exchange,1,C_ex,,MNXM1137754,—
R1344,thiazole phosphate synthesis (xylulose 5-phosphate),no_GPR,12,C_cy,,"MNXM1,MNXM12053,MNXM738068,MNXM1371312,MNXM186,MNXM23,WATER,MNXM1227817,MNXM13,MNXM1144700,MNXM26,—","h,—,cys__L,—,xu5p__D,pyr,h2o,—,co2,—,ac,—"
R1358,water diffusion,transport,2,"C_cy,C_er",,"WATER,WATER","h2o,h2o"
R1359,water diffusion,transport,2,"C_cy,C_go",,"WATER,WATER","h2o,h2o"
R1360,water diffusion,transport,2,"C_cy,C_mi",,"WATER,WATER","h2o,h2o"
R1361,water diffusion,transport,2,"C_cy,C_nu",,"WATER,WATER","h2o,h2o"
R1362,water diffusion,transport,2,"C_cy,C_pe",,"WATER,WATER","h2o,h2o"
R1363,water diffusion,transport,2,"C_cy,C_va",,"WATER,WATER","h2o,h2o"
R1371,lipid pseudoreaction,no_GPR,16,C_cy,,"MNXM1555803,MNXM1109,MNXM738369,MNXM1370094,MNXM731707,MNXM736942,MNXM741449,—,MNXM1364164,—,MNXM739606,MNXM1371412,MNXM1093823,MNXM1093921,MNXM1564104,MNXM1092077","—,ergtetrol,zymst,epist,fecost,lanost,ergst,—,—,—,—,—,pc_TB,pe_LM,—,LIPID"
R1374,kynurenine aminotransferase,has_GPR,5,C_cy,YALI1E34072g,"MNXM23,MNXM733142,MNXM1105732,MNXM1108582,WATER","pyr,Lkynr,ala__L,—,h2o"
R1375,spontaneous kynurenic acid to quinaldic acid,no_GPR,2,C_cy,,"MNXM1108582,—","—,—"
R1376,spontaneous 2-amino-3-carboxymuconate-6-semialdehyde to quinolinate,no_GPR,4,C_cy,,"MNXM1364154,MNXM1,WATER,MNXM555","—,h,h2o,quln"
R1383,sedoheptulose bisphosphatase,has_GPR,4,C_cy,YALI1D11686g,"MNXM1128503,WATER,MNXM9,MNXM1512793","—,h2o,pi,—"
R1387,yeast 6 biomass pseudoreaction,transport,62,"C_cy,C_en",,"MNXM165456,WATER,MNXM728294,MNXM432,MNXM1101285,MNXM1103302,MNXM3,MNXM1104823,MNXM741211,MNXM1106024,MNXM741232,MNXM741178,MNXM164570,MNXM729661,MNXM266,MNXM736654,MNXM257,MNXM738130,MNXM741207,—,MNXM741184,MNXM741220,MNXM741227,MNXM739508,MNXM741245,MNXM28,MNXM741198,MNXM732985,MNXM270,MNXM165150,—,MNXM741237,MNXM741201,MNXM741217,MNXM741268,MNXM733735,MNXM1108024,MNXM1092077,MNXM1,MNXM9,MNXM40333,MNXM1091267,MNXM1091268,MNXM1091269,MNXM1091270,MNXM1091271,MNXM1091272,MNXM1091273,MNXM1091274,MNXM1091275,MNXM1091276,MNXM1091234,MNXM1091290,MNXM1091277,MNXM1091278,MNXM1091292,MNXM1091279,MNXM1091280,MNXM1091281,MNXM1091294,MNXM1091282,BIOMASS","16BDglcn,h2o,amp,damp,gmp,cmp,atp,ump,—,—,—,—,—,—,dcmp,dgmp,dtmp,glycogen,—,—,—,—,—,—,—,—,—,—,ribflv,—,—,—,—,—,—,—,—,LIPID,h,pi,adp,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—"
R1388,14-demethyllanosterol exchange,exchange,1,C_ex,,MNXM1555803,—
R1389,14-demethyllanosterol transport,transport,2,"C_cy,C_ex",,"MNXM1555803,MNXM1555803","—,—"
R1394,B-ketoacyl-ACP synthase (acetoacetyl-ACP),has_GPR,6,C_mi,YALI1F38317g and YALI1D18037g,"MNXM1,MNXM1563880,—,MNXM13,—,MNXM1563636","h,—,—,co2,—,—"
R1395,B-ketoacyl-ACP synthase (3-oxo-hexanoyl-ACP),has_GPR,6,C_mi,YALI1F38317g and YALI1D18037g,"MNXM1,—,MNXM1091239,MNXM13,—,MNXM1091240","h,—,—,co2,—,—"
R1396,B-ketoacyl-ACP synthase (3-oxo-octanoyl-ACP),has_GPR,6,C_mi,YALI1F38317g and YALI1D18037g,"MNXM1,—,MNXM1563641,MNXM13,—,MNXM1091244","h,—,—,co2,—,—"
R1398,3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP),has_GPR,5,C_mi,YALI1F37498g,"MNXM1,MNXM738702,MNXM1091240,MNXM5,MNXM10029","h,nadph,—,nadp,—"
R1399,3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP),has_GPR,5,C_mi,YALI1F37498g,"MNXM1,MNXM738702,MNXM1091244,MNXM5,MNXM10033","h,nadph,—,nadp,—"
R1401,3-hydroxyacyl-thioester dehydratase (trans-hex-2-enoyl-ACP),has_GPR,3,C_mi,YALI1A20089g,"MNXM10029,WATER,MNXM1091734","—,h2o,2theACP"
R1402,3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP),has_GPR,3,C_mi,YALI1A20089g,"MNXM10033,WATER,MNXM1091738","—,h2o,2toceACP"
R1437,laurate (n-C12:0) transport,transport,2,"C_cy,C_ex",,"MNXM100679,MNXM100679","—,—"
R1438,butyrate exchange,exchange,1,C_ex,,—,—
R1440,oleate exchange,exchange,1,C_ex,,MNXM100005,—
R1441,butyrate (n-C4:0) transport,transport,2,"C_cy,C_ex",YALI1E20016g,"—,—","—,—"
R1443,octadecenoate (n-C18:1) transport,transport,2,"C_cy,C_ex",,"MNXM100005,MNXM100005","—,—"
R1444,myristate exchange,exchange,1,C_ex,,MNXM100009,—
R1445,"fatty-acid--CoA ligase (dodecanoate), ER membrane",has_GPR,6,C_em,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100679,MNXM11,MNXM734853,MNXM728294","—,atp,—,ppi,—,amp"
R1448,"fatty-acid--CoA ligase (hexadecenoate), ER membrane",has_GPR,6,C_em,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100069,MNXM1108357,MNXM11,MNXM728294","—,atp,—,—,ppi,amp"
R1450,"fatty-acid--CoA ligase (octadecenoate), ER membrane",has_GPR,6,C_em,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100005,MNXM1511591,MNXM11,MNXM728294","—,atp,—,—,ppi,amp"
R1451,"fatty-acid--CoA ligase (dodecanoate), lipid particle",has_GPR,6,C_lp,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100679,MNXM11,MNXM728294,MNXM734853","—,atp,—,ppi,amp,—"
R1454,"fatty-acid--CoA ligase (hexadecenoate), lipid particle",has_GPR,6,C_lp,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100069,MNXM11,MNXM728294,MNXM1108357","—,atp,—,ppi,amp,—"
R1456,"fatty-acid--CoA ligase (octadecenoate), lipid particle",has_GPR,6,C_lp,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100005,MNXM11,MNXM728294,MNXM1511591","—,atp,—,ppi,amp,—"
R1457,"fatty-acid--CoA ligase (hexadecenoate), peroxisome",has_GPR,6,C_pe,YALI1E19172g,"MNXM1094981,MNXM3,MNXM100069,MNXM728294,MNXM11,MNXM1108357","—,atp,—,amp,ppi,—"
R1459,"fatty-acid--CoA ligase (octadecenoate), peroxisome",has_GPR,6,C_pe,YALI1E19172g,"MNXM1094981,MNXM3,MNXM100005,MNXM728294,MNXM11,MNXM1511591","—,atp,—,amp,ppi,—"
R1461,"fatty-acid--CoA ligase (behenate), cell envelope",has_GPR,6,C_en,YALI1D22124g,"MNXM3,MNXM1094981,—,MNXM728294,MNXM11,MNXM1092601","atp,—,—,amp,ppi,behencoa"
R1462,"fatty-acid--CoA ligase (lignoceric acid), cell envelope",has_GPR,6,C_en,YALI1D22124g,"MNXM3,MNXM1094981,MNXM100400,MNXM728294,MNXM11,MNXM1104012","atp,—,—,amp,ppi,lgnccoa"
R1463,"fatty-acid--CoA ligase (cerotic acid), cell envelope",has_GPR,6,C_en,YALI1D22124g,"MNXM3,MNXM1094981,MNXM100479,MNXM728294,MNXM11,MNXM1093160","atp,—,—,amp,ppi,hexcoa"
R1464,"fatty-acid--CoA ligase (behenate), ER membrane",has_GPR,6,C_em,YALI1D22124g,"MNXM1094981,MNXM3,—,MNXM11,MNXM1092601,MNXM728294","—,atp,—,ppi,behencoa,amp"
R1465,"fatty-acid--CoA ligase (lignoceric acid), ER membrane",has_GPR,6,C_em,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100400,MNXM11,MNXM1104012,MNXM728294","—,atp,—,ppi,lgnccoa,amp"
R1466,"fatty-acid--CoA ligase (cerotic acid), ER membrane",has_GPR,6,C_em,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100479,MNXM11,MNXM1093160,MNXM728294","—,atp,—,ppi,hexcoa,amp"
R1467,"fatty-acid--CoA ligase (behenate), lipid particle",has_GPR,6,C_lp,YALI1D22124g,"MNXM1094981,MNXM3,—,MNXM11,MNXM728294,MNXM1092601","—,atp,—,ppi,amp,behencoa"
R1468,"fatty-acid--CoA ligase (lignoceric acid), lipid particle",has_GPR,6,C_lp,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100400,MNXM11,MNXM728294,MNXM1104012","—,atp,—,ppi,amp,lgnccoa"
R1469,"fatty-acid--CoA ligase (cerotic acid), lipid particle",has_GPR,6,C_lp,YALI1D22124g,"MNXM1094981,MNXM3,MNXM100479,MNXM11,MNXM728294,MNXM1093160","—,atp,—,ppi,amp,hexcoa"
R1470,fatty acyl-CoA transport via ABC system (C12:0),transport,6,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,MNXM734853,MNXM9,MNXM40333,MNXM734853","h2o,atp,—,pi,adp,—"
R1471,fatty acyl-CoA transport via ABC system (C14:0),transport,6,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,MNXM1093407,MNXM9,MNXM40333,MNXM1093407","h2o,atp,myrstcoa,pi,adp,myrstcoa"
R1472,fatty acyl-CoA transport via ABC system (C16:0),transport,6,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,MNXM1093693,MNXM9,MNXM40333,MNXM1093693","h2o,atp,palmcoa,pi,adp,palmcoa"
R1473,fatty acyl-CoA transport via ABC system (C16:1),transport,6,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,MNXM1108357,MNXM9,MNXM40333,MNXM1108357","h2o,atp,—,pi,adp,—"
R1474,fatty acyl-CoA transport via ABC system (C18:0),transport,6,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,MNXM1094143,MNXM9,MNXM40333,MNXM1094143","h2o,atp,srcoa,pi,adp,srcoa"
R1475,fatty acyl-CoA transport via ABC system (C18:1),transport,6,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,MNXM1511591,MNXM9,MNXM40333,MNXM1511591","h2o,atp,—,pi,adp,—"
R1476,fatty acyl-CoA transport via ABC system (C20:0),transport,7,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,—,MNXM1,MNXM9,MNXM40333,—","h2o,atp,—,h,pi,adp,—"
R1477,fatty acyl-CoA transport via ABC system (C22:0),transport,6,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,MNXM1092601,MNXM9,MNXM40333,MNXM1092601","h2o,atp,behencoa,pi,adp,behencoa"
R1478,fatty acyl-CoA transport via ABC system (C24:0),transport,6,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,MNXM1104012,MNXM9,MNXM40333,MNXM1104012","h2o,atp,lgnccoa,pi,adp,lgnccoa"
R1479,fatty acyl-CoA transport via ABC system (C26:0),transport,6,"C_cy,C_pe",YALI1D05320g and YALI1A06361g,"WATER,MNXM3,MNXM1093160,MNXM9,MNXM40333,MNXM1093160","h2o,atp,hexcoa,pi,adp,hexcoa"
R1480,"butyrate (n-C4:0) transport, cytoplasm-peroxisome",transport,2,"C_cy,C_pe",YALI1C05386g,"—,—","—,—"
R1482,"octadecenoate (n-C18:1) transport, cytoplasm-peroxisome",transport,2,"C_cy,C_pe",YALI1C05386g,"MNXM100005,MNXM100005","—,—"
R1483,peroxisomal acyl-CoA thioesterase (4:0),has_GPR,5,C_pe,YALI1F19697g,"WATER,MNXM1092625,MNXM1,MNXM1094981,—","h2o,butcoa,h,—,—"
R1484,peroxisomal acyl-CoA thioesterase (6:0),has_GPR,5,C_pe,YALI1F19697g,"WATER,MNXM1103616,MNXM1,MNXM1094981,MNXM1653","h2o,hxcoa,h,—,caproic"
R1485,peroxisomal acyl-CoA thioesterase (16:1),has_GPR,4,C_pe,YALI1F19697g,"WATER,MNXM1108357,MNXM1094981,MNXM100069","h2o,—,—,—"
R1486,peroxisomal acyl-CoA thioesterase (18:1),has_GPR,4,C_pe,YALI1F19697g,"WATER,MNXM1511591,MNXM1094981,MNXM100005","h2o,—,—,—"
R1487,acyl-CoA oxidase (butanoyl-CoA),has_GPR,4,C_pe,YALI1D32754g or YALI0D27654g or YALI1C32886g,"MNXM735438,MNXM1092625,MNXM732620,MNXM1092626","o2,butcoa,h2o2,butd2coa"
R1488,acyl-CoA oxidase (hexanoyl-CoA),has_GPR,4,C_pe,YALI1D32754g or YALI0D27654g or YALI1C32886g,"MNXM735438,MNXM1103616,MNXM732620,MNXM1093213","o2,hxcoa,h2o2,hxd2coa"
R1489,acyl-CoA oxidase (octanoyl-CoA),has_GPR,4,C_pe,YALI1D32754g or YALI0D27654g or YALI1C32886g,"MNXM1093479,MNXM735438,MNXM732620,MNXM1093470","occoa,o2,h2o2,ocd2coa"
R1490,acyl-CoA oxidase (icosanoyl-CoA),has_GPR,4,C_pe,YALI1F14495g or YALI0D27654g or YALI1C32886g,"MNXM735438,—,MNXM732620,—","o2,—,h2o2,—"
R1491,acyl-CoA oxidase (docosanoyl-CoA),has_GPR,4,C_pe,YALI1F14495g or YALI0D27654g or YALI1C32886g,"MNXM735438,MNXM1092601,MNXM732620,—","o2,behencoa,h2o2,—"
R1492,acyl-CoA oxidase (tetracosanoyl-CoA),has_GPR,4,C_pe,YALI1F14495g or YALI0D27654g or YALI1C32886g,"MNXM1104012,MNXM735438,MNXM732620,—","lgnccoa,o2,h2o2,—"
R1493,acyl-CoA oxidase (palmitoleoyl-CoA),has_GPR,4,C_pe,YALI1F14495g or YALI0D27654g or YALI1C32886g,"MNXM735438,MNXM1108357,MNXM732620,—","o2,—,h2o2,—"
R1494,acyl-CoA oxidase (cis-tetradec-7-enoyl-CoA),has_GPR,4,C_pe,YALI1F14495g or YALI0D27654g or YALI1C32886g,"MNXM735438,—,MNXM732620,—","o2,—,h2o2,—"
R1495,acyl-CoA oxidase (cis-dodec-5-enoyl-CoA),has_GPR,4,C_pe,YALI1F14495g or YALI0D27654g or YALI1C32886g,"MNXM735438,—,MNXM732620,—","o2,—,h2o2,—"
R1496,acyl-CoA oxidase (oleoyl-CoA),has_GPR,4,C_pe,YALI1F14495g or YALI0D27654g or YALI1C32886g,"MNXM735438,MNXM1511591,MNXM732620,—","o2,—,h2o2,—"
R1497,acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA),has_GPR,4,C_pe,YALI1F14495g or YALI0D27654g or YALI1C32886g,"MNXM735438,MNXM1101257,MNXM732620,—","o2,—,h2o2,—"
R1498,acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA),has_GPR,4,C_pe,YALI1F14495g or YALI0D27654g or YALI1C32886g,"MNXM735438,—,MNXM732620,—","o2,—,h2o2,—"
R1557,"ergosteryl ester hydrolase (16:1), lipid particle",has_GPR,4,C_lp,YALI1E37982g or YALI1E00907g,"MNXM52467,WATER,MNXM741449,MNXM100069","—,h2o,ergst,—"
R1558,"ergosteryl ester hydrolase (18:1), lipid particle",has_GPR,4,C_lp,YALI1E37982g or YALI1E00907g,"WATER,MNXM52466,MNXM741449,MNXM100005","h2o,—,ergst,—"
R1559,"episteryl ester hydrolase (16:1), lipid particle",has_GPR,4,C_lp,YALI1E00907g,"WATER,MNXM52369,MNXM100069,MNXM1370094","h2o,—,—,epist"
R1560,"episteryl ester hydrolase (18:1), lipid particle",has_GPR,4,C_lp,YALI1E00907g,"WATER,MNXM52367,MNXM100005,MNXM1370094","h2o,—,—,epist"
R1561,"fecosteryl ester hydrolase (16:1), lipid particle",has_GPR,4,C_lp,YALI1E00907g,"WATER,MNXM53171,MNXM100069,MNXM731707","h2o,—,—,fecost"
R1562,"fecosteryl ester hydrolase (18:1), lipid particle",has_GPR,4,C_lp,YALI1E00907g,"WATER,MNXM53170,MNXM100005,MNXM731707","h2o,—,—,fecost"
R1563,"lanosteryl ester hydrolase (16:1), lipid particle",has_GPR,4,C_lp,YALI1E00907g,"WATER,MNXM59727,MNXM100069,MNXM736942","h2o,—,—,lanost"
R1564,"lanosteryl ester hydrolase (18:1), lipid particle",has_GPR,4,C_lp,YALI1E00907g,"WATER,MNXM59726,MNXM100005,MNXM736942","h2o,—,—,lanost"
R1565,"zymosteryl ester hydrolase (16:1), lipid particle",has_GPR,4,C_lp,YALI1E00907g,"WATER,MNXM89473,MNXM100069,MNXM738369","h2o,—,—,zymst"
R1566,"zymosteryl ester hydrolase (18:1), lipid particle",has_GPR,4,C_lp,YALI1E00907g,"WATER,MNXM89472,MNXM100005,MNXM738369","h2o,—,—,zymst"
R1567,"zymosteryl ester hydrolase (16:1), cell envelope",has_GPR,4,C_en,YALI1E00907g,"WATER,MNXM89473,MNXM738369,MNXM100069","h2o,—,zymst,—"
R1568,"zymosteryl ester hydrolase (18:1), cell envelope",has_GPR,4,C_en,YALI1E00907g,"WATER,MNXM89472,MNXM738369,MNXM100005","h2o,—,zymst,—"
R1569,"laurate transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM100679,MNXM100679","—,—"
R1570,"myristate transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM100009,MNXM100009","—,—"
R1571,"palmitate transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM100228,MNXM100228","—,—"
R1572,"palmitoleate transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM100069,MNXM100069","—,—"
R1573,"stearate transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM100233,MNXM100233","—,—"
R1574,"oleate transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM100005,MNXM100005","—,—"
R1576,"lauroyl-CoA transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM734853,MNXM734853","—,—"
R1577,"myristoyl-CoA transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM1093407,MNXM1093407","myrstcoa,myrstcoa"
R1579,"palmitoleoyl-CoA transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM1108357,MNXM1108357","—,—"
R1581,"oleoyl-CoA transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM1511591,MNXM1511591","—,—"
R1582,"icosanoyl-CoA transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"—,—","—,—"
R1583,"docosanoyl-CoA transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM1092601,MNXM1092601","behencoa,behencoa"
R1585,"hexacosanoyl-CoA transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM1093160,MNXM1093160","hexcoa,hexcoa"
R1615,"sn-glycero-3-phosphocholine transport, ER membrane-cytoplasm",transport,2,"C_cy,C_em",,"—,—","—,—"
R1616,"hexadecanoate (n-C16:0) transport, cytoplasm-lipid particle",transport,2,"C_cy,C_lp",,"MNXM100228,MNXM100228","—,—"
R1617,"hexadecenoate (n-C16:1) transport, cytoplasm-lipid particle",transport,2,"C_cy,C_lp",,"MNXM100069,MNXM100069","—,—"
R1618,"octadecanoate (n-C18:0) transport, cytoplasm-lipid particle",transport,2,"C_cy,C_lp",,"MNXM100233,MNXM100233","—,—"
R1619,"octadecenoate (n-C18:1) transport, cytoplasm-lipid particle",transport,2,"C_cy,C_lp",,"MNXM100005,MNXM100005","—,—"
R1620,"lauroyl-CoA transport, cytoplasm-lipid particle",transport,2,"C_cy,C_lp",,"MNXM734853,MNXM734853","—,—"
R1621,"myristoyl-CoA transport, cytoplasm-lipid particle",transport,2,"C_cy,C_lp",,"MNXM1093407,MNXM1093407","myrstcoa,myrstcoa"
R1623,"palmitoleoyl-CoA transport, cytoplasm-lipid particle",transport,2,"C_cy,C_lp",,"MNXM1108357,MNXM1108357","—,—"
R1625,"oleoyl-CoA transport, cytoplasm-lipid particle",transport,2,"C_cy,C_lp",,"MNXM1511591,MNXM1511591","—,—"
R1635,"docosanoyl-CoA transport, lipid particle-cytoplasm",transport,2,"C_cy,C_lp",,"MNXM1092601,MNXM1092601","behencoa,behencoa"
R1637,"hexacosanoyl-CoA transport, lipid particle-cytoplasm",transport,2,"C_cy,C_lp",,"MNXM1093160,MNXM1093160","hexcoa,hexcoa"
R1643,"sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm",transport,2,"C_cy,C_en",,"—,—","—,—"
R1645,"palmitate transport, cell envelope-cytoplasm",transport,2,"C_cy,C_en",,"MNXM100228,MNXM100228","—,—"
R1646,"palmitoleate transport, cell envelope-cytoplasm",transport,2,"C_cy,C_en",,"MNXM100069,MNXM100069","—,—"
R1647,"stearate transport, cell envelope-cytoplasm",transport,2,"C_cy,C_en",,"MNXM100233,MNXM100233","—,—"
R1648,"oleate transport, cell envelope-cytoplasm",transport,2,"C_cy,C_en",,"MNXM100005,MNXM100005","—,—"
R1649,"icosanoyl-CoA transport, cell envelope-cytoplasm",transport,2,"C_cy,C_en",,"—,—","—,—"
R1650,"docosanoyl-CoA transport, cell envelope-cytoplasm",transport,2,"C_cy,C_en",,"MNXM1092601,MNXM1092601","behencoa,behencoa"
R1652,"hexacosanoyl-CoA transport, cell envelope-cytoplasm",transport,2,"C_cy,C_en",,"MNXM1093160,MNXM1093160","hexcoa,hexcoa"
R1658,"carbon dioxide transport, cytoplasm-vacuolar membrane",transport,2,"C_cy,C_vm",,"MNXM13,MNXM13","co2,co2"
R1662,"carbon dioxide transport, cytoplasm-Golgi membrane",transport,2,"C_cy,C_gm",,"MNXM13,MNXM13","co2,co2"
R1666,"carbon dioxide transport, cytoplasm-mitochondrial membrane",transport,2,"C_cy,C_mm",,"MNXM13,MNXM13","co2,co2"
R1667,"palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane",transport,2,"C_cy,C_mm",,"MNXM1108357,MNXM1108357","—,—"
R1668,"oleoyl-CoA transport, cytoplasm-mitochondrial membrane",transport,2,"C_cy,C_mm",,"MNXM1511591,MNXM1511591","—,—"
R1669,"palmitate transport, mitochondrial membrane-cytoplasm",transport,2,"C_cy,C_mm",,"MNXM100228,MNXM100228","—,—"
R1670,"stearate transport, mitochondrial membrane-cytoplasm",transport,2,"C_cy,C_mm",,"MNXM100233,MNXM100233","—,—"
R1672,"laurate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM100679,MNXM100679","—,—"
R1673,"myristate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM100009,MNXM100009","—,—"
R1674,"lignoceric acid transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM100400,MNXM100400","—,—"
R1675,"cerotic acid transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM100479,MNXM100479","—,—"
R1680,"ergosteryl palmitoleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM52467,MNXM52467","—,—"
R1681,"ergosteryl oleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM52466,MNXM52466","—,—"
R1682,"episteryl palmitoleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM52369,MNXM52369","—,—"
R1683,"episteryl oleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM52367,MNXM52367","—,—"
R1684,"fecosteryl palmitoleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM53171,MNXM53171","—,—"
R1685,"fecosteryl oleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM53170,MNXM53170","—,—"
R1686,"lanosteryl palmitoleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM59727,MNXM59727","—,—"
R1687,"lanosteryl oleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM59726,MNXM59726","—,—"
R1688,"zymosteryl palmitoleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM89473,MNXM89473","—,—"
R1689,"zymosteryl oleate transport, ER membrane-lipid particle",transport,2,"C_em,C_lp",,"MNXM89472,MNXM89472","—,—"
