reaction_id,reaction_name,type,n_metabolites,compartments,gene_reaction_rule,metabolite_mnxm_ids,metabolite_bigg_ids
R39,"3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase",no_GPR,4,C_cy,,"MNXM120141,MNXM735438,MNXM2783,MNXM1","—,o2,3dh5hpb,h"
R60,"5,10-methylenetetrahydrofolate reductase (NADPH)",has_GPR,4,C_cy,YALI1B19021g or YALI1B00578g,"MNXM738702,MNXM90098,MNXM5,MNXM733947","nadph,—,nadp,—"
R99,acyl-CoA oxidase (hexacosanoyl-CoA),has_GPR,4,C_pe,YALI1D32754g,"MNXM735438,MNXM1093160,MNXM732620,MNXM726927","o2,hexcoa,h2o2,—"
R104,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane",has_GPR,4,C_em,YALI1F09747g,"MNXM1511591,MNXM741449,MNXM1094981,MNXM52466","—,ergst,—,—"
R105,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",has_GPR,4,C_em,YALI1F09747g,"MNXM1511591,MNXM731707,MNXM1094981,MNXM53170","—,fecost,—,—"
R109,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane",has_GPR,4,C_em,YALI1F09747g,"MNXM741449,MNXM1108357,MNXM1094981,MNXM52467","ergst,—,—,—"
R110,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane",has_GPR,4,C_em,YALI1F09747g,"MNXM731707,MNXM1108357,MNXM1094981,MNXM53171","fecost,—,—,—"
R131,"alcohol dehydrogenase (glycerol, NADP)",has_GPR,4,C_cy,YALI1C353g or YALI1B20108g or YALI1A21000g or YALI1A15863g or YALI1B09211g or YALI1B28394g or YALI1C12619g or YALI1C18771g or YALI1D05111g or YALI1E22041g or YALI1F10224g or YALI1F24773g or YALI1D09870g,"MNXM738702,MNXM435,MNXM5,MNXM89612","nadph,glyald,nadp,glyc"
R255,D-arabinose 1-dehydrogenase (NADP),has_GPR,4,C_cy,YALI1A21000g or YALI1A15863g or YALI1B09211g or YALI1B28394g or YALI1C12619g or YALI1C18771g or YALI1D05111g or YALI1E22041g or YALI1F10224g,"MNXM5,MNXM48397,MNXM738702,MNXM778","nadp,—,nadph,Dara14lac"
R257,D-sorbitol dehydrogenase (D-fructose producing),has_GPR,4,C_cy,YALI1E15452g,"MNXM64096,MNXM1104589,MNXM10,MNXM1363862","—,—,nadh,—"
R267,dihydroceramidase,has_GPR,3,C_er,YALI1D25664g,"MNXM733692,MNXM100400,MNXM1513336","sphgn,—,—"
R268,dihydroceramidase,has_GPR,3,C_er,YALI1D25664g,"MNXM733692,MNXM100479,MNXM1513336","sphgn,—,—"
R297,fatty-acid--CoA ligase (decanoate),has_GPR,6,C_pe,YALI1E19172g,"MNXM1094981,MNXM3,MNXM1043,MNXM1092836,MNXM728294,MNXM11","—,atp,dca,dcacoa,amp,ppi"
R298,fatty-acid--CoA ligase (dodecanoate),has_GPR,6,C_pe,YALI1E19172g,"MNXM1094981,MNXM3,MNXM100679,MNXM734853,MNXM728294,MNXM11","—,atp,—,—,amp,ppi"
R352,glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase,has_GPR,4,C_em,YALI1C00230g,"MNXM1136895,MNXM730002,MNXM1094981,MNXM1091645","—,—,—,1ag3p"
R353,glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase,has_GPR,4,C_lp,YALI1C00230g,"MNXM1136895,MNXM730002,MNXM1094981,MNXM1091645","—,—,—,1ag3p"
R376,"GPI-anchor assembly, step 9",has_GPR,4,C_er,YALI1E04744g or YALI1E14925g,"MNXM1093921,MNXM1179,MNXM38542,MNXM1509522","pe_LM,—,—,—"
R421,inosine monophosphate cyclohydrolase,has_GPR,4,C_cy,YALI1D32209g,"MNXM733647,MNXM1,WATER,MNXM1101868","—,h,h2o,imp"
R427,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM158006,MNXM1513336,MNXM1107797","h2o,—,—,6pgg"
R428,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM106432,MNXM1513336,MNXM1107797","h2o,—,—,6pgg"
R429,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM157996,—,MNXM1107797","h2o,—,—,6pgg"
R430,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM157997,—,MNXM1107797","h2o,—,—,6pgg"
R431,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM157996,—,MNXM1107797","h2o,—,—,6pgg"
R432,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM157997,—,MNXM1107797","h2o,—,—,6pgg"
R433,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM61065,—,MNXM1107797","h2o,—,—,6pgg"
R434,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM61055,—,MNXM1107797","h2o,—,—,6pgg"
R435,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM531687,—,MNXM1107797","h2o,—,—,6pgg"
R436,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM61054,—,MNXM1107797","h2o,—,—,6pgg"
R437,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM157598,MNXM1513336,—","h2o,—,—,—"
R438,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM57454,MNXM1513336,—","h2o,—,—,—"
R439,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM57463,—,—","h2o,—,—,—"
R440,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM57453,—,—","h2o,—,—,—"
R441,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM57470,—,—","h2o,—,—,—"
R442,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM57453,—,—","h2o,—,—,—"
R443,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM57468,—,—","h2o,—,—,—"
R444,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM156797,—,—","h2o,—,—,—"
R445,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM57467,—,—","h2o,—,—,—"
R446,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM57457,—,—","h2o,—,—,—"
R447,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,—,MNXM1364686,MNXM1513336","h2o,—,mi3p__D,—"
R448,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM159914,MNXM1364686,MNXM1513336","h2o,—,mi3p__D,—"
R449,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM159904,MNXM1364686,—","h2o,—,mi3p__D,—"
R450,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM159913,MNXM1364686,—","h2o,—,mi3p__D,—"
R451,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM159904,MNXM1364686,—","h2o,—,mi3p__D,—"
R452,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM159913,MNXM1364686,—","h2o,—,mi3p__D,—"
R453,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM527428,MNXM1364686,—","h2o,—,mi3p__D,—"
R454,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM105743,MNXM1364686,—","h2o,—,mi3p__D,—"
R455,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM1107465,MNXM1364686,—","h2o,—,mi3p__D,—"
R456,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM527427,MNXM1364686,—","h2o,—,mi3p__D,—"
R457,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM158006,MNXM1513336,MNXM1107797","h2o,—,—,6pgg"
R458,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM106432,MNXM1513336,MNXM1107797","h2o,—,—,6pgg"
R459,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM157996,—,MNXM1107797","h2o,—,—,6pgg"
R460,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM157997,—,MNXM1107797","h2o,—,—,6pgg"
R461,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM157996,—,MNXM1107797","h2o,—,—,6pgg"
R462,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM157997,—,MNXM1107797","h2o,—,—,6pgg"
R463,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM61065,—,MNXM1107797","h2o,—,—,6pgg"
R464,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM61055,—,MNXM1107797","h2o,—,—,6pgg"
R465,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM531687,—,MNXM1107797","h2o,—,—,6pgg"
R466,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM61054,—,MNXM1107797","h2o,—,—,6pgg"
R467,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM157598,MNXM1513336,—","h2o,—,—,—"
R468,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM57454,MNXM1513336,—","h2o,—,—,—"
R469,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM57463,—,—","h2o,—,—,—"
R470,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM57453,—,—","h2o,—,—,—"
R471,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM57470,—,—","h2o,—,—,—"
R472,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM57453,—,—","h2o,—,—,—"
R473,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM57468,—,—","h2o,—,—,—"
R474,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM156797,—,—","h2o,—,—,—"
R475,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM57467,—,—","h2o,—,—,—"
R476,IPS phospholipase C,has_GPR,4,C_mi,YALI1D23128g,"WATER,MNXM57457,—,—","h2o,—,—,—"
R477,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,—,MNXM1513336,MNXM1364687","h2o,—,—,mi1p__D"
R478,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM159914,MNXM1513336,MNXM1364687","h2o,—,—,mi1p__D"
R479,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM159904,—,MNXM1364687","h2o,—,—,mi1p__D"
R480,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM159913,—,MNXM1364687","h2o,—,—,mi1p__D"
R481,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM159904,—,MNXM1364687","h2o,—,—,mi1p__D"
R482,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM159913,—,MNXM1364687","h2o,—,—,mi1p__D"
R483,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM527428,—,MNXM1364687","h2o,—,—,mi1p__D"
R484,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM105743,—,MNXM1364687","h2o,—,—,mi1p__D"
R485,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM1107465,—,MNXM1364687","h2o,—,—,mi1p__D"
R486,IPS phospholipase C,has_GPR,4,C_er,YALI1D23128g,"WATER,MNXM527427,—,MNXM1364687","h2o,—,—,mi1p__D"
R530,lysophosphatidylcholine acyltransferase,no_GPR,4,C_mm,,"MNXM1107996,MNXM1136895,MNXM1093823,MNXM1094981","—,—,pc_TB,—"
R567,NAD nucleosidase nuclear,has_GPR,5,C_nu,YALI1D26320g or YALI1D02416g or YALI1F15334g,"WATER,MNXM64096,MNXM1,MNXM1508085,MNXM216","h2o,—,h,—,ncam"
R572,NADH kinase mitochondrial,has_GPR,4,C_mi,YALI1E28545g or YALI1E32908g or YALI1E21312g,"MNXM10,MNXM3,MNXM738702,MNXM40333","nadh,atp,nadph,adp"
R583,nucleoside diphosphatase,has_GPR,4,C_cy,YALI1C27061g,"WATER,MNXM40333,MNXM9,MNXM728294","h2o,adp,pi,amp"
R585,nucleoside diphosphatase,has_GPR,4,C_cy,YALI1C27061g,"MNXM1102128,WATER,MNXM9,MNXM1104823","udp,h2o,pi,ump"
R587,nucleoside diphosphatase,has_GPR,4,C_cy,YALI1C27061g,"WATER,MNXM1102191,MNXM9,MNXM1103302","h2o,cdp,pi,cmp"
R588,nucleoside diphosphatase,has_GPR,4,C_cy,YALI1C27061g,"WATER,MNXM1104559,MNXM9,MNXM1101868","h2o,idp,pi,imp"
R604,O-acetylhomoserine (thiol)-lyase,has_GPR,4,C_cy,YALI1D33380g,"MNXM1371312,MNXM652,MNXM738804,MNXM26","—,ch4s,met__L,ac"
R605,O-acetylhomoserine (thiol)-lyase,has_GPR,5,C_cy,YALI1D33380g,"MNXM1371312,MNXM1366460,MNXM1,MNXM123,MNXM26","—,HC00250,h,hcys__L,ac"
R628,phopshoribosylaminoimidazole synthetase,has_GPR,5,C_cy,YALI1F27904g,"MNXM3,MNXM1363644,MNXM9,MNXM40333,MNXM1105983","atp,fpram,pi,adp,air"
R656,phosphoribosylglycinamidine synthetase,has_GPR,6,C_cy,YALI1F27904g,"MNXM3,MNXM12053,MNXM1363982,MNXM9,MNXM40333,MNXM1104522","atp,—,pram,pi,adp,gar"
R702,ribonucleoside-triphosphate reductase (ATP),has_GPR,5,C_cy,YALI1F02309g,"MNXM3,—,WATER,MNXM286,—","atp,—,h2o,datp,—"
R703,ribonucleoside-triphosphate reductase (CTP),has_GPR,5,C_cy,YALI1F02309g,"MNXM1103718,—,WATER,MNXM360,—","ctp,—,h2o,dctp,—"
R704,ribonucleoside-triphosphate reductase (GTP),has_GPR,5,C_cy,YALI1F02309g,"MNXM1103553,—,WATER,—,MNXM344","gtp,—,h2o,—,dgtp"
R735,spontaneous cis-aconitate(3-) to trans-aconitate,no_GPR,3,C_mi,,"MNXM1092518,MNXM728255,MNXM1","HC00342,acon_T,h"
R736,spontaneous cis-aconitate(3-) to trans-aconitate,no_GPR,3,C_cy,,"MNXM1092518,MNXM728255,MNXM1","HC00342,acon_T,h"
R746,taurcholate via ABC system,transport,6,"C_cy,C_va",YALI1E17258g,"WATER,MNXM3,MNXM1374459,MNXM9,MNXM40333,MNXM1374459","h2o,atp,—,pi,adp,—"
R807,2-oxoadipate and 2-oxoglutarate transport,transport,4,"C_cy,C_mi",YALI1D03221g,"MNXM1107192,MNXM263,MNXM263,MNXM1107192","mal__L,2oxoadp,2oxoadp,mal__L"
R809,4-aminobutyrate transport,transport,4,"C_cy,C_ex",YALI1B12781g or YALI1D18890g or YALI1A03512g or YALI1A07103g or YALI1A20528g or YALI1D00515g or YALI1D21631g or YALI1E08575g or YALI1F01755g,"MNXM1,MNXM1144700,MNXM1,MNXM1144700","h,—,h,—"
R812,8-Amino-7-oxononanoate transport,transport,4,"C_cy,C_ex",YALI1F01755g or YALI1A20528g or YALI1E08575g or YALI1D21631g or YALI1A03512g or YALI1D00515g or YALI1E21552g or YALI1A07103g,"MNXM1,MNXM1412591,MNXM1,MNXM1412591","h,—,h,—"
R820,ammonia transport,transport,2,"C_cy,C_ex",YALI1E32180g or YALI1F17337g or YALI1C32609g or YALI1A20201g or YALI1F22568g or YALI1A02653g or YALI1B18292g,"MNXM1227817,MNXM1227817","—,—"
R821,AMP/ATP transporter,transport,6,"C_cy,C_pe",YALI1E03623g,"MNXM1,MNXM3,MNXM728294,MNXM1,MNXM728294,MNXM3","h,atp,amp,h,amp,atp"
R822,aspartate transport,transport,4,"C_cy,C_mi",YALI1D34529g,"MNXM1,MNXM1364497,MNXM1,MNXM1364497","h,asp__L,h,asp__L"
R826,ceramide-2' (sphinganine:n-C24:0OH) transport,transport,2,"C_er,C_go",,"—,—","—,—"
R827,ceramide-2' (sphinganine:n-C26:0OH) transport,transport,2,"C_er,C_go",,"—,—","—,—"
R828,ceramide-3 (Phytosphingosine:n-C24:0OH) transport,transport,2,"C_er,C_go",,"—,—","—,—"
R829,ceramide-3 (Phytosphingosine:n-C26:0OH) transport,transport,2,"C_er,C_go",,"—,—","—,—"
R830,choline transport,transport,4,"C_cy,C_ex",YALI1A18514g,"MNXM1,MNXM90,MNXM1,MNXM90","h,chol,h,chol"
R837,cytidine transport,transport,4,"C_cy,C_ex",YALI1C32156g,"MNXM1,MNXM1363925,MNXM1,MNXM1363925","h,cytd,h,cytd"
R843,D-mannose transport,transport,4,"C_cy,C_ex",YALI1F25587g,"MNXM1,MNXM1364107,MNXM1,MNXM1364107","h,man,h,man"
R849,folic acid transport,transport,2,"C_cy,C_ex",,"MNXM617,MNXM617","fol,fol"
R862,inositol transport,transport,4,"C_cy,C_ex",YALI1F31381g,"MNXM1,MNXM1105941,MNXM1,MNXM1105941","h,inost,h,inost"
R869,L-asparagine transport,transport,4,"C_cy,C_va",YALI1F37658g,"MNXM1107821,MNXM1,MNXM1,MNXM1107821","asn__L,h,h,asn__L"
R870,L-aspartate transport,transport,4,"C_cy,C_va",YALI1E13514g,"MNXM1,MNXM1107821,MNXM1,MNXM1107821","h,asn__L,h,asn__L"
R878,L-glutamine transport,transport,4,"C_cy,C_va",YALI1F37658g,"MNXM37,MNXM1,MNXM1,MNXM37","gln__L,h,h,gln__L"
R879,L-glutamine transport,transport,4,"C_cy,C_va",YALI1E13514g,"MNXM1,MNXM37,MNXM1,MNXM37","h,gln__L,h,gln__L"
R882,L-isoleucine transport,transport,4,"C_cy,C_va",YALI1F37658g,"MNXM728337,MNXM1,MNXM1,MNXM728337","ile__L,h,h,ile__L"
R883,L-isoleucine transport,transport,4,"C_cy,C_va",YALI1C04798g or YALI1E13514g,"MNXM1,MNXM728337,MNXM1,MNXM728337","h,ile__L,h,ile__L"
R886,L-lactate transport,transport,4,"C_cy,C_ex",YALI1C21946g or YALI1C29538g or YALI1D25400g or YALI1D32568g or YALI1B25506g or YALI1E39128g,"MNXM1,MNXM1371363,MNXM1371363,MNXM1","h,lac__L,lac__L,h"
R887,"L-leucine transport, vacuoluar",transport,4,"C_cy,C_va",YALI1F37658g,"MNXM1106761,MNXM1,MNXM1,MNXM1106761","leu__L,h,h,leu__L"
R888,"L-leucine transport, vacuoluar",transport,4,"C_cy,C_va",YALI1E13514g or YALI1C04798g,"MNXM1,MNXM1106761,MNXM1,MNXM1106761","h,leu__L,h,leu__L"
R908,octadecanoate (n-C18:0) transport,transport,2,"C_cy,C_pe",,"MNXM100233,MNXM100233","—,—"
R909,ornithine transport,transport,4,"C_cy,C_mi",YALI1D08734g,"MNXM1,MNXM741174,MNXM1,MNXM741174","h,—,h,—"
R914,phosphate transport,transport,4,"C_cy,C_ex",YALI1E28300g or YALI1E36540g or YALI1D10768g or YALI1A15132g or YALI1A22275g,"MNXM9,MNXM1,MNXM1,MNXM9","pi,h,h,pi"
R915,phosphate transport,transport,4,"C_cy,C_mi",YALI1C07423g or YALI1F19090g,"MNXM1,MNXM9,MNXM1,MNXM9","h,pi,h,pi"
R917,putrescine transport,transport,4,"C_cy,C_ex",YALI1A07014g or YALI1F05509g or YALI1C05972g or YALI1F10342g or YALI1E13329g or YALI1B23017g or YALI1D26438g or YALI1D22274g or YALI1F18835g or YALI1F37272g or YALI1A11654g or YALI1E32118g or YALI1C10293g or YALI1D32619g or YALI1A00661g or YALI1C15048g or YALI1F05574g or YALI1B11448g or YALI1D27808g or YALI1C01129g or YALI1B27564g or YALI1A17640g or YALI1D25359g or YALI1C24488g or YALI1E25364g or YALI1A19862g or YALI1A15624g or YALI1F18429g or YALI1F32910g or YALI1F11396g or YALI1F04185g or YALI1C06006g,"MNXM1,MNXM118,MNXM1,MNXM118","h,ptrc,h,ptrc"
R918,putrescine transport,transport,4,"C_cy,C_va",YALI1A15624g or YALI1F10342g,"MNXM118,MNXM1,MNXM1,MNXM118","ptrc,h,h,ptrc"
R919,pyruvate transport,transport,4,"C_cy,C_ex",YALI1C21946g or YALI1C29538g or YALI1D25400g or YALI1D32568g or YALI1B25506g or YALI1E39128g,"MNXM1,MNXM23,MNXM23,MNXM1","h,pyr,pyr,h"
R930,sulfate uniport,transport,2,"C_cy,C_ex",YALI1F30179g or YALI1B23237g,"—,—","—,—"
R931,sulfite transport,transport,2,"C_cy,C_ex",YALI1E28779g,"MNXM726340,MNXM726340","—,—"
R933,thiamine diphosphate transport,transport,2,"C_cy,C_mi",YALI1F26924g,"—,—","—,—"
R934,thiamine transport,transport,4,"C_cy,C_ex",YALI1D25037g,"MNXM1,MNXM730135,MNXM1,MNXM730135","h,thm,h,thm"
R937,uridine transport,transport,4,"C_cy,C_ex",YALI1D07232g,"MNXM1,MNXM1103104,MNXM1,MNXM1103104","h,uri,h,uri"
R940,water diffusion,transport,2,"C_cy,C_ex",YALI1F01981g,"WATER,WATER","h2o,h2o"
R941,(1-3)-beta-D-glucan exchange,exchange,1,C_ex,,MNXM733735,—
R942,(1-3)-beta-D-glucan transport,transport,2,"C_cy,C_en",,"MNXM733735,MNXM733735","—,—"
R947,"(R,R)-2,3-butanediol exchange",exchange,1,C_ex,,—,—
R951,1-acylglycerophosphocholine exchange,exchange,1,C_ex,,MNXM1107996,—
R952,"1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion",transport,2,"C_cy,C_nu",,"—,—","—,—"
R960,2-isopropylmalate exchange,exchange,1,C_ex,,MNXM730930,—
R967,3-carboxy-4-methyl-2-oxopentanoate transport,transport,2,"C_cy,C_mi",,"MNXM1091708,MNXM1091708","2ip3os,2ip3os"
R975,4-aminobutyrate transport,transport,2,"C_cy,C_mi",,"MNXM1144700,MNXM1144700","—,—"
R992,"7,8-diaminononanoate exchange",exchange,1,C_ex,,MNXM1222445,—
R993,"7,8-diaminononanoate transport",transport,2,"C_cy,C_ex",,"MNXM1222445,MNXM1222445","—,—"
R994,8-amino-7-oxononanoate exchange,exchange,1,C_ex,,MNXM1412591,—
R1013,"alpha,alpha-trehalose exchange",exchange,1,C_ex,,MNXM1106024,—
R1016,ammonium exchange,exchange,1,C_ex,,MNXM1227817,—
R1024,bicarbonate formation,no_GPR,4,C_mi,,"WATER,MNXM13,MNXM1,MNXM1094693","h2o,co2,h,h2co3"
R1025,bicarbonate formation,no_GPR,4,C_nu,,"WATER,MNXM13,MNXM1,MNXM1094693","h2o,co2,h,h2co3"
R1026,bicarbonate formation,no_GPR,4,C_cy,,"WATER,MNXM13,MNXM1,MNXM1094693","h2o,co2,h,h2co3"
R1027,bicarbonate formation,no_GPR,4,C_ex,,"WATER,MNXM13,MNXM1,MNXM1094693","h2o,co2,h,h2co3"
R1034,ceramide transport,transport,2,"C_er,C_go",,"MNXM1513336,MNXM1513336","—,—"
R1035,ceramide transport,transport,2,"C_er,C_go",,"—,—","—,—"
R1036,ceramide transport,transport,2,"C_er,C_go",,"—,—","—,—"
R1037,ceramide transport,transport,2,"C_er,C_go",,"MNXM1513336,MNXM1513336","—,—"
R1038,ceramide transport,transport,2,"C_er,C_go",,"—,—","—,—"
R1039,ceramide transport,transport,2,"C_er,C_go",,"—,—","—,—"
R1057,complex sphingolipid transport,transport,2,"C_cy,C_go",,"—,—","—,—"
R1062,D-arabinose exchange,exchange,1,C_ex,,MNXM48397,—
R1063,D-arabinose transport,transport,2,"C_cy,C_ex",,"MNXM48397,MNXM48397","—,—"
R1068,D-glucitol exchange,exchange,1,C_ex,,MNXM1104589,—
R1073,D-sorbitol transport,transport,2,"C_cy,C_ex",,"MNXM1104589,MNXM1104589","—,—"
R1078,ATP deamination,no_GPR,4,C_cy,,"WATER,MNXM3,MNXM1227817,MNXM1103428","h2o,atp,—,itp"
R1079,dATP deamination,no_GPR,5,C_cy,,"WATER,MNXM286,MNXM1,MNXM1227817,MNXM728062","h2o,datp,h,—,ditp"
R1080,ADP deamination,no_GPR,4,C_cy,,"WATER,MNXM40333,MNXM1227817,MNXM1104559","h2o,adp,—,idp"
R1087,deoxycytidine transport,transport,2,"C_cy,C_ex",,"MNXM1512168,MNXM1512168","—,—"
R1118,"laurate (n-C12:0) transport, cytoplasm-peroxisome",transport,2,"C_cy,C_pe",YALI1C05386g,"MNXM100679,MNXM100679","—,—"
R1119,"myristate (n-C14:0) transport, cytoplasm-peroxisome",transport,2,"C_cy,C_pe",YALI1C05386g,"MNXM100009,MNXM100009","—,—"
R1120,"palmitate (n-C16:0) transport, cytoplasm-peroxisome",transport,2,"C_cy,C_pe",YALI1C05386g,"MNXM100228,MNXM100228","—,—"
R1121,"palmitoleate (n-C16:1) transport, cytoplasm-peroxisome",transport,2,"C_cy,C_pe",YALI1C05386g,"MNXM100069,MNXM100069","—,—"
R1123,myristate (n-C14:0) transport,transport,2,"C_cy,C_ex",,"MNXM100009,MNXM100009","—,—"
R1134,gamma-aminobutyrate exchange,exchange,1,C_ex,,MNXM1144700,—
R1144,glycine transport,transport,2,"C_cy,C_mi",,"MNXM12053,MNXM12053","—,—"
R1165,hexacosanoyl-CoA transport,transport,2,"C_cy,C_er",,"MNXM1093160,MNXM1093160","hexcoa,hexcoa"
R1167,hexadecanoate (n-C16:0) transport,transport,2,"C_cy,C_ex",,"MNXM100228,MNXM100228","—,—"
R1168,hexadecenoate (n-C16:1) transport,transport,2,"C_cy,C_ex",,"MNXM100069,MNXM100069","—,—"
R1179,IPC transport,transport,2,"C_er,C_go",,"—,—","—,—"
R1180,IPC transport,transport,2,"C_er,C_go",,"MNXM159904,MNXM159904","—,—"
R1181,IPC transport,transport,2,"C_er,C_go",,"MNXM159904,MNXM159904","—,—"
R1182,IPC transport,transport,2,"C_er,C_go",,"MNXM527428,MNXM527428","—,—"
R1183,IPC transport,transport,2,"C_er,C_go",,"MNXM1107465,MNXM1107465","—,—"
R1184,IPC transport,transport,2,"C_er,C_go",,"MNXM159914,MNXM159914","—,—"
R1185,IPC transport,transport,2,"C_er,C_go",,"MNXM159913,MNXM159913","—,—"
R1186,IPC transport,transport,2,"C_er,C_go",,"MNXM159913,MNXM159913","—,—"
R1187,IPC transport,transport,2,"C_er,C_go",,"MNXM105743,MNXM105743","—,—"
R1188,IPC transport,transport,2,"C_er,C_go",,"MNXM527427,MNXM527427","—,—"
R1189,iron(2+) exchange,exchange,1,C_ex,,—,—
R1193,isoamylol exchange,exchange,1,C_ex,,MNXM1107133,—
R1194,L-1-pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-hydroxyglutamate semialdehyde,no_GPR,4,C_mi,,"WATER,MNXM1,MNXM1372468,MNXM1114815","h2o,h,—,—"
R1229,L-sorbose exchange,exchange,1,C_ex,,MNXM729623,—
R1230,L-sorbose transport,transport,2,"C_cy,C_ex",,"MNXM729623,MNXM729623","—,—"
R1236,laurate exchange,exchange,1,C_ex,,MNXM100679,—
R1238,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM157598,MNXM157598","—,—"
R1239,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM57470,MNXM57470","—,—"
R1240,M(IP)2C transport,transport,2,"C_er,C_go",,"MNXM57463,MNXM57463","—,—"
