gene_id,ec_number,mnxr_id,bigg_reaction,kegg_reaction,metacyc_reaction,in_model,missing_metabolites,equation
YALI1A08512g,2.7.1.35,MNXR200585,,,RXN0-7436,no,MNXM1|MNXM37423|MNXM37424,1 MNXM1@MNXD1 + 1 MNXM37424@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM37423@MNXD1 + 1 MNXM3@MNXD1
YALI1A09553g,2.4.2.60,MNXR139808,,R10685,,no,MNXM1|MNXM1089633|MNXM29|MNXM722955|MNXM73306|MNXM8|WATER,1 MNXM1089633@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM216@MNXD1 + 1 MNXM722955@MNXD1 + 3 WATER@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM73306@MNXD1 + 1 MNXM8@MNXD1
YALI1A09553g,2.4.2.60,MNXR144159,,,RXNQT-4300,no,MNXM29|MNXM722955|MNXM727952|MNXM73306|MNXM8|WATER,1 MNXM216@MNXD1 + 1 MNXM722955@MNXD1 + 1 MNXM727952@MNXD1 + 3 WATER@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM73306@MNXD1 + 1 MNXM8@MNXD1
YALI1A09553g,2.4.2.60,MNXR170560,,,,no,MNXM1090851|MNXM1090852|MNXM29|MNXM722955|MNXM8|WATER,1 MNXM1090851@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM8@MNXD1 = 1 MNXM1090852@MNXD1 + 1 MNXM216@MNXD1 + 1 MNXM722955@MNXD1 + 3 WATER@MNXD1
YALI1A09553g,2.4.2.60,MNXR187673,,,,no,MNXM1|MNXM29|MNXM680837|MNXM722955|MNXM727952|MNXM8|WATER,2 MNXM1@MNXD1 + 1 MNXM216@MNXD1 + 1 MNXM722955@MNXD1 + 1 MNXM727952@MNXD1 + 3 WATER@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM680837@MNXD1 + 1 MNXM8@MNXD1
YALI1A02974g,2.7.1.67,MNXR146067,R_PIK4n_cho,,,no,MNXM727361|MNXM730338,1 MNXM3@MNXD1 + 1 MNXM730338@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM727361@MNXD1
YALI1A02974g,2.7.1.67,MNXR146068,,R03361,,no,MNXM1|MNXM1105932|MNXM730330,1 MNXM1105932@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM730330@MNXD1
YALI1A02974g,2.7.1.67,MNXR166054,,,,no,MNXM1|MNXM1105931|MNXM1364165,1 MNXM1105931@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM1364165@MNXD1 + 1 MNXM3@MNXD1
YALI1A02974g,2.7.1.67,MNXR173900,,,,no,MNXM1|MNXM1105988|MNXM727360,1 MNXM1105988@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM727360@MNXD1
YALI1A02974g,2.7.1.67,MNXR135228,,,,no,MNXM730340|MNXM95573,1 MNXM3@MNXD1 + 1 MNXM730340@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM95573@MNXD1
YALI1A02974g,2.7.1.67,MNXR114879,,,1-PHOSPHATIDYLINOSITOL-KINASE-RXN,no,MNXM1|MNXM727358|MNXM730327,1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM727358@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM730327@MNXD1
YALI1A02974g,2.7.1.67,MNXR164881,,,RXN-20526,no,MNXM146780|MNXM743721,1 MNXM146780@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM743721@MNXD1
YALI1A02974g,2.7.1.67,MNXR146069,,,,no,MNXM1|MNXM1106973|MNXM727357,1 MNXM1106973@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM727357@MNXD1
YALI1B02733g,3.1.1.5,MNXR147779,,R02747,,no,MNXM1108088|MNXM1369256|WATER,1 MNXM1108088@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739606@MNXD1
YALI1B02733g,3.1.1.5,MNXR147787,,,LYSOPHOSPHOLIPASE-RXN,no,MNXM1108004|MNXM1369256|MNXM739617|WATER,1 MNXM1108004@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739617@MNXD1
YALI1B02733g,3.1.1.5,MNXR101146,R_LPLIPAL1A180pp,,,no,MNXM1|MNXM236|MNXM66|MNXM734212|WATER,1 MNXM1@MNXD1 + 1 MNXM236@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM734212@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135860,,,,no,MNXM1106891|MNXM65309|MNXM6608|WATER,1 MNXM1106891@MNXD1 + 1 MNXM65309@MNXD1 = 1 MNXM6608@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135863,,,,no,MNXM5490|MNXM66|MNXM83847|WATER,1 MNXM5490@MNXD1 + 1 WATER@MNXD1 = 1 MNXM66@MNXD1 + 1 MNXM83847@MNXD1
YALI1B02733g,3.1.1.5,MNXR145467,,,,no,MNXM1|MNXM108|MNXM34810|MNXM734941|WATER,1 MNXM108@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM734941@MNXD1 = 1 MNXM34810@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135851,,,,no,MNXM147671|MNXM734941|MNXM900|WATER,1 MNXM147671@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM900@MNXD1
YALI1B02733g,3.1.1.5,MNXR101141,R_LPLIPAL1A120pp,,,no,MNXM1|MNXM1103432|MNXM402|MNXM66|WATER,1 MNXM1103432@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM402@MNXD1 + 1 MNXM66@MNXD1
YALI1B02733g,3.1.1.5,MNXR145466,R_LPLIPAL2E160,,,no,MNXM1|MNXM108|MNXM1364224|MNXM34810|WATER,1 MNXM108@MNXD1 + 1 MNXM1364224@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM34810@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR134447,,,,no,MNXM1369256|MNXM730074|MNXM88531|WATER,1 MNXM1369256@MNXD1 + 1 MNXM88531@MNXD1 = 1 MNXM730074@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135883,,,,no,MNXM146495|MNXM734941|MNXM900|WATER,1 MNXM146495@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM900@MNXD1
YALI1B02733g,3.1.1.5,MNXR101162,R_LPLIPAL2A120,,,no,MNXM402|MNXM5461|MNXM66|WATER,1 MNXM402@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM5461@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135891,,,,no,MNXM1106891|MNXM146500|MNXM65309|WATER,1 MNXM1106891@MNXD1 + 1 MNXM65309@MNXD1 = 1 MNXM146500@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR101164,R_LPLIPAL2A141,,,no,MNXM1364443|MNXM5490|MNXM66|WATER,1 MNXM1364443@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM5490@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135888,,,,no,MNXM108|MNXM1106891|MNXM146342|WATER,1 MNXM108@MNXD1 + 1 MNXM1106891@MNXD1 = 1 MNXM146342@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR148147,,R03416,,no,MNXM1107785|MNXM734941|WATER,1 MNXM1107785@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM739606@MNXD1
YALI1B02733g,3.1.1.5,MNXR135858,,,,no,MNXM1106891|MNXM147674|MNXM900|WATER,1 MNXM1106891@MNXD1 + 1 MNXM900@MNXD1 = 1 MNXM147674@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR145465,,,,no,MNXM108|MNXM66|MNXM732966|WATER,1 MNXM108@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM732966@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR147788,,,,no,MNXM1108000|MNXM1369256|MNXM739620|WATER,1 MNXM1108000@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739620@MNXD1
YALI1B02733g,3.1.1.5,MNXR147780,,,RXN-16225,no,MNXM1108089|MNXM1369256|MNXM739617|WATER,1 MNXM1108089@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739617@MNXD1
YALI1B02733g,3.1.1.5,MNXR135865,,,,no,MNXM5480|MNXM65309|MNXM66|WATER,1 MNXM5480@MNXD1 + 1 WATER@MNXD1 = 1 MNXM65309@MNXD1 + 1 MNXM66@MNXD1
YALI1B02733g,3.1.1.5,MNXR147778,,R02744,,no,MNXM1108088|MNXM1369256|MNXM739615|WATER,1 MNXM1108088@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739615@MNXD1
YALI1B02733g,3.1.1.5,MNXR175553,,,,no,MNXM1369256|MNXM478419|MNXM496984|WATER,1 MNXM1369256@MNXD1 + 1 MNXM496984@MNXD1 = 1 MNXM478419@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135856,,,,no,MNXM1106891|MNXM147677|MNXM83847|WATER,1 MNXM1106891@MNXD1 + 1 MNXM83847@MNXD1 = 1 MNXM147677@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135847,,,,no,MNXM147670|MNXM402|MNXM734941|WATER,1 MNXM147670@MNXD1 + 1 WATER@MNXD1 = 1 MNXM402@MNXD1 + 1 MNXM734941@MNXD1
YALI1B02733g,3.1.1.5,MNXR135853,,,,no,MNXM65309|MNXM728376|MNXM734941|WATER,1 MNXM65309@MNXD1 + 1 MNXM734941@MNXD1 = 1 MNXM728376@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR148148,,,,no,MNXM728376|MNXM734941|MNXM739620|WATER,1 MNXM728376@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM739620@MNXD1
YALI1B02733g,3.1.1.5,MNXR135880,,,,no,MNXM146494|MNXM402|MNXM734941|WATER,1 MNXM146494@MNXD1 + 1 WATER@MNXD1 = 1 MNXM402@MNXD1 + 1 MNXM734941@MNXD1
YALI1B02733g,3.1.1.5,MNXR135845,,,,no,MNXM66|MNXM900|MNXM91047|WATER,1 MNXM66@MNXD1 + 1 MNXM900@MNXD1 = 1 MNXM91047@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135864,,,,no,MNXM5464|MNXM66|MNXM900|WATER,1 MNXM5464@MNXD1 + 1 WATER@MNXD1 = 1 MNXM66@MNXD1 + 1 MNXM900@MNXD1
YALI1B02733g,3.1.1.5,MNXR135887,,,,no,MNXM1106891|MNXM146502|MNXM83847|WATER,1 MNXM1106891@MNXD1 + 1 MNXM83847@MNXD1 = 1 MNXM146502@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR145468,R_LPLIPAL2E180,,,no,MNXM1|MNXM1364224|MNXM236|MNXM34811|WATER,1 MNXM1364224@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM236@MNXD1 = 1 MNXM34811@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR147217,,,,no,MNXM1107699|MNXM1369256|MNXM739620|WATER,1 MNXM1107699@MNXD1 + 2 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 2 MNXM739620@MNXD1
YALI1B02733g,3.1.1.5,MNXR135885,,,,no,MNXM1106891|MNXM146498|MNXM402|WATER,1 MNXM1106891@MNXD1 + 1 MNXM402@MNXD1 = 1 MNXM146498@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR182009,,,,no,MNXM1|MNXM1108069|MNXM1369256|MNXM150585|WATER,1 MNXM1108069@MNXD1 + 1 MNXM1369256@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM150585@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135852,,,,no,MNXM236|MNXM728376|MNXM734941|WATER,1 MNXM236@MNXD1 + 1 MNXM734941@MNXD1 = 1 MNXM728376@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR165710,,,,no,MNXM1108002|MNXM1369256|MNXM1371144|WATER,1 MNXM1108002@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM1371144@MNXD1
YALI1B02733g,3.1.1.5,MNXR164269,,,RXN-19312,no,MNXM1107786|MNXM734941|MNXM739617|WATER,1 MNXM1107786@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM739617@MNXD1
YALI1B02733g,3.1.1.5,MNXR147786,,R07291,,no,MNXM1107998|MNXM1369256|MNXM739615|WATER,1 MNXM1107998@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739615@MNXD1
YALI1B02733g,3.1.1.5,MNXR135889,,,,no,MNXM1106891|MNXM146499|MNXM900|WATER,1 MNXM1106891@MNXD1 + 1 MNXM900@MNXD1 = 1 MNXM146499@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135848,,,,no,MNXM314|MNXM6598|MNXM734941|WATER,1 MNXM314@MNXD1 + 1 MNXM734941@MNXD1 = 1 MNXM6598@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR192847,,,RXN-21069,no,MNXM62358|MNXM730710|MNXM739617|WATER,1 MNXM62358@MNXD1 + 1 WATER@MNXD1 = 1 MNXM730710@MNXD1 + 1 MNXM739617@MNXD1
YALI1B02733g,3.1.1.5,MNXR135859,,,,no,MNXM1106891|MNXM147676|MNXM236|WATER,1 MNXM1106891@MNXD1 + 1 MNXM236@MNXD1 = 1 MNXM147676@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135857,,,,no,MNXM108|MNXM1106891|MNXM147675|WATER,1 MNXM108@MNXD1 + 1 MNXM1106891@MNXD1 = 1 MNXM147675@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR145469,,,,no,MNXM1|MNXM236|MNXM34811|MNXM734941|WATER,1 MNXM1@MNXD1 + 1 MNXM236@MNXD1 + 1 MNXM734941@MNXD1 = 1 MNXM34811@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR195490,R_LPLIPAL2A160,,,no,MNXM108|MNXM1370217|MNXM66|WATER,1 MNXM108@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM1370217@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR119094,,,RXN-15035,no,MNXM1|MNXM1364393|MNXM32955|MNXM734941|WATER,1 MNXM1364393@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM734941@MNXD1 = 1 MNXM32955@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR147785,,R02746,,no,MNXM1107998|MNXM1369256|WATER,1 MNXM1107998@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739606@MNXD1
YALI1B02733g,3.1.1.5,MNXR145464,R_LPLIPAL1A160pp,,,no,MNXM1|MNXM108|MNXM66|MNXM732965|WATER,1 MNXM108@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM732965@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR173313,,,,no,MNXM1369256|MNXM733538|MNXM739622|WATER,1 MNXM1369256@MNXD1 + 1 MNXM739622@MNXD1 = 1 MNXM733538@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR101155,R_LPLIPAL1G120pp,,,no,MNXM1|MNXM1106891|MNXM147673|MNXM402|WATER,1 MNXM1106891@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM402@MNXD1 = 1 MNXM147673@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR195491,,,,no,MNXM108|MNXM1370218|MNXM66|WATER,1 MNXM108@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM1370218@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135850,,,,no,MNXM108|MNXM6600|MNXM734941|WATER,1 MNXM108@MNXD1 + 1 MNXM734941@MNXD1 = 1 MNXM6600@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135882,,,,no,MNXM146497|MNXM734941|MNXM83847|WATER,1 MNXM146497@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM83847@MNXD1
YALI1B02733g,3.1.1.5,MNXR135849,,,,no,MNXM147672|MNXM734941|MNXM83847|WATER,1 MNXM147672@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM83847@MNXD1
YALI1B02733g,3.1.1.5,MNXR147215,,R01309,,no,MNXM1369256|MNXM726687|WATER,1 MNXM1369256@MNXD1 + 2 MNXM739606@MNXD1 = 1 MNXM726687@MNXD1 + 2 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR148149,,R03417,,no,MNXM101606|MNXM734941|WATER,1 MNXM101606@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM739606@MNXD1
YALI1B02733g,3.1.1.5,MNXR164268,,,RXN-19311,no,MNXM101606|MNXM734941|MNXM739617|WATER,1 MNXM101606@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM739617@MNXD1
YALI1B02733g,3.1.1.5,MNXR135884,,,,no,MNXM146496|MNXM65309|MNXM734941|WATER,1 MNXM146496@MNXD1 + 1 WATER@MNXD1 = 1 MNXM65309@MNXD1 + 1 MNXM734941@MNXD1
YALI1B02733g,3.1.1.5,MNXR135844,,,,no,MNXM66|MNXM83847|MNXM91053|WATER,1 MNXM66@MNXD1 + 1 MNXM83847@MNXD1 = 1 MNXM91053@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135890,,,,no,MNXM1106891|MNXM146501|MNXM236|WATER,1 MNXM1106891@MNXD1 + 1 MNXM236@MNXD1 = 1 MNXM146501@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135846,,,,no,MNXM65309|MNXM66|MNXM732146|WATER,1 MNXM65309@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM732146@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR195493,,,,no,MNXM1370228|MNXM236|MNXM66|WATER,1 MNXM1370228@MNXD1 + 1 WATER@MNXD1 = 1 MNXM236@MNXD1 + 1 MNXM66@MNXD1
YALI1B02733g,3.1.1.5,MNXR101142,R_LPLIPAL1A140pp,,,no,MNXM1|MNXM1371573|MNXM314|MNXM66|WATER,1 MNXM1371573@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM314@MNXD1 + 1 MNXM66@MNXD1
YALI1B02733g,3.1.1.5,MNXR135886,,,,no,MNXM1106891|MNXM146503|MNXM314|WATER,1 MNXM1106891@MNXD1 + 1 MNXM314@MNXD1 = 1 MNXM146503@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR135855,,,,no,MNXM1106891|MNXM147678|MNXM314|WATER,1 MNXM1106891@MNXD1 + 1 MNXM314@MNXD1 = 1 MNXM147678@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR148150,,,,no,MNXM101606|MNXM734941|MNXM739620|WATER,1 MNXM101606@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM739620@MNXD1
YALI1B02733g,3.1.1.5,MNXR101143,R_LPLIPAL1A141pp,,,no,MNXM1364443|MNXM66|MNXM91053|WATER,1 MNXM1364443@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM91053@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR195492,R_LPLIPAL2A180,,,no,MNXM1370227|MNXM236|MNXM66|WATER,1 MNXM1370227@MNXD1 + 1 WATER@MNXD1 = 1 MNXM236@MNXD1 + 1 MNXM66@MNXD1
YALI1B02733g,3.1.1.5,MNXR135881,,,,no,MNXM314|MNXM3446|MNXM734941|WATER,1 MNXM314@MNXD1 + 1 MNXM734941@MNXD1 = 1 MNXM3446@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR101163,R_LPLIPAL2A140,,,no,MNXM314|MNXM5491|MNXM66|WATER,1 MNXM314@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM5491@MNXD1 + 1 WATER@MNXD1
YALI1B02733g,3.1.1.5,MNXR147781,,,,no,MNXM1369256|MNXM733538|MNXM739620|WATER,1 MNXM1369256@MNXD1 + 1 MNXM739620@MNXD1 = 1 MNXM733538@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR147779,,R02747,,no,MNXM1108088|MNXM1369256|WATER,1 MNXM1108088@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739606@MNXD1
YALI1E26513g,3.1.1.5,MNXR147787,,,LYSOPHOSPHOLIPASE-RXN,no,MNXM1108004|MNXM1369256|MNXM739617|WATER,1 MNXM1108004@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739617@MNXD1
YALI1E26513g,3.1.1.5,MNXR101146,R_LPLIPAL1A180pp,,,no,MNXM1|MNXM236|MNXM66|MNXM734212|WATER,1 MNXM1@MNXD1 + 1 MNXM236@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM734212@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR135860,,,,no,MNXM1106891|MNXM65309|MNXM6608|WATER,1 MNXM1106891@MNXD1 + 1 MNXM65309@MNXD1 = 1 MNXM6608@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR135863,,,,no,MNXM5490|MNXM66|MNXM83847|WATER,1 MNXM5490@MNXD1 + 1 WATER@MNXD1 = 1 MNXM66@MNXD1 + 1 MNXM83847@MNXD1
YALI1E26513g,3.1.1.5,MNXR145467,,,,no,MNXM1|MNXM108|MNXM34810|MNXM734941|WATER,1 MNXM108@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM734941@MNXD1 = 1 MNXM34810@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR135851,,,,no,MNXM147671|MNXM734941|MNXM900|WATER,1 MNXM147671@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM900@MNXD1
YALI1E26513g,3.1.1.5,MNXR101141,R_LPLIPAL1A120pp,,,no,MNXM1|MNXM1103432|MNXM402|MNXM66|WATER,1 MNXM1103432@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM402@MNXD1 + 1 MNXM66@MNXD1
YALI1E26513g,3.1.1.5,MNXR145466,R_LPLIPAL2E160,,,no,MNXM1|MNXM108|MNXM1364224|MNXM34810|WATER,1 MNXM108@MNXD1 + 1 MNXM1364224@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM34810@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR134447,,,,no,MNXM1369256|MNXM730074|MNXM88531|WATER,1 MNXM1369256@MNXD1 + 1 MNXM88531@MNXD1 = 1 MNXM730074@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR135883,,,,no,MNXM146495|MNXM734941|MNXM900|WATER,1 MNXM146495@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM900@MNXD1
YALI1E26513g,3.1.1.5,MNXR101162,R_LPLIPAL2A120,,,no,MNXM402|MNXM5461|MNXM66|WATER,1 MNXM402@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM5461@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR135891,,,,no,MNXM1106891|MNXM146500|MNXM65309|WATER,1 MNXM1106891@MNXD1 + 1 MNXM65309@MNXD1 = 1 MNXM146500@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR101164,R_LPLIPAL2A141,,,no,MNXM1364443|MNXM5490|MNXM66|WATER,1 MNXM1364443@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM5490@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR135888,,,,no,MNXM108|MNXM1106891|MNXM146342|WATER,1 MNXM108@MNXD1 + 1 MNXM1106891@MNXD1 = 1 MNXM146342@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR148147,,R03416,,no,MNXM1107785|MNXM734941|WATER,1 MNXM1107785@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734941@MNXD1 + 1 MNXM739606@MNXD1
YALI1E26513g,3.1.1.5,MNXR135858,,,,no,MNXM1106891|MNXM147674|MNXM900|WATER,1 MNXM1106891@MNXD1 + 1 MNXM900@MNXD1 = 1 MNXM147674@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR145465,,,,no,MNXM108|MNXM66|MNXM732966|WATER,1 MNXM108@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM732966@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR147788,,,,no,MNXM1108000|MNXM1369256|MNXM739620|WATER,1 MNXM1108000@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739620@MNXD1
YALI1E26513g,3.1.1.5,MNXR147780,,,RXN-16225,no,MNXM1108089|MNXM1369256|MNXM739617|WATER,1 MNXM1108089@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739617@MNXD1
YALI1E26513g,3.1.1.5,MNXR135865,,,,no,MNXM5480|MNXM65309|MNXM66|WATER,1 MNXM5480@MNXD1 + 1 WATER@MNXD1 = 1 MNXM65309@MNXD1 + 1 MNXM66@MNXD1
YALI1E26513g,3.1.1.5,MNXR147778,,R02744,,no,MNXM1108088|MNXM1369256|MNXM739615|WATER,1 MNXM1108088@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1369256@MNXD1 + 1 MNXM739615@MNXD1
YALI1E26513g,3.1.1.5,MNXR175553,,,,no,MNXM1369256|MNXM478419|MNXM496984|WATER,1 MNXM1369256@MNXD1 + 1 MNXM496984@MNXD1 = 1 MNXM478419@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR135856,,,,no,MNXM1106891|MNXM147677|MNXM83847|WATER,1 MNXM1106891@MNXD1 + 1 MNXM83847@MNXD1 = 1 MNXM147677@MNXD1 + 1 WATER@MNXD1
YALI1E26513g,3.1.1.5,MNXR135847,,,,no,MNXM147670|MNXM402|MNXM734941|WATER,1 MNXM147670@MNXD1 + 1 WATER@MNXD1 = 1 MNXM402@MNXD1 + 1 MNXM734941@MNXD1
