gene_id,ec_number,mnxr_id,bigg_reaction,kegg_reaction,metacyc_reaction,in_model,missing_metabolites,equation
YALI1D01431g,2.6.1.42,MNXR105000,TYRTAip,R00734,TYROSINE-AMINOTRANSFERASE-RXN,yes,,1 MNXM1368744@MNXD1 + 1 MNXM76@MNXD1 = 1 MNXM153@MNXD1 + 1 MNXM741173@MNXD1
YALI1D01431g,2.6.1.42,MNXR192556,R_ASPTAp,R00355,RXN-13697,no,,1 MNXM1364497@MNXD1 + 1 MNXM1368744@MNXD1 = 1 MNXM46@MNXD1 + 1 MNXM741173@MNXD1
YALI1D01431g,2.6.1.42,MNXR96230,VALTAim,R01214,BRANCHED-CHAINAMINOTRANSFERVAL-RXN,yes,,1 MNXM1368744@MNXD1 + 1 MNXM199@MNXD1 = 1 MNXM732866@MNXD1 + 1 MNXM741173@MNXD1
YALI1D01431g,2.6.1.42,MNXR131407,,,,no,MNXM276,1 MNXM1363845@MNXD1 + 1 MNXM738804@MNXD1 = 1 MNXM276@MNXD1 + 1 MNXM728337@MNXD1
YALI1D01431g,2.6.1.42,MNXR107369,,R02200,2.6.1.32-RXN,no,,1 MNXM1363845@MNXD1 + 1 MNXM199@MNXD1 = 1 MNXM728337@MNXD1 + 1 MNXM732866@MNXD1
YALI1D01431g,2.6.1.42,MNXR103594,R_RE2034C,R10991,RXN-20408,no,MNXM17054,1 MNXM1368744@MNXD1 + 1 MNXM17054@MNXD1 = 1 MNXM159@MNXD1 + 1 MNXM741173@MNXD1
YALI1D01431g,2.6.1.42,MNXR146599,TRPTA,R00684,TRYPTOPHAN-AMINOTRANSFERASE-RXN,yes,,1 MNXM1368744@MNXD1 + 1 MNXM741553@MNXD1 = 1 MNXM315@MNXD1 + 1 MNXM741173@MNXD1
YALI1D01431g,2.6.1.42,MNXR131405,,,,no,MNXM276,1 MNXM1106761@MNXD1 + 1 MNXM276@MNXD1 = 1 MNXM404@MNXD1 + 1 MNXM738804@MNXD1
YALI1D01431g,2.6.1.42,MNXR132981,,,,no,,1 MNXM1106761@MNXD1 + 1 MNXM732866@MNXD1 = 1 MNXM199@MNXD1 + 1 MNXM404@MNXD1
YALI1D01431g,2.6.1.42,MNXR126234,R_POATh,R00694,RXN-10814,yes,,1 MNXM1368744@MNXD1 + 1 MNXM741664@MNXD1 = 1 MNXM730221@MNXD1 + 1 MNXM741173@MNXD1
YALI1D01431g,2.6.1.42,MNXR192685,R_LEUTAm,R01090,BRANCHED-CHAINAMINOTRANSFERLEU-RXN,yes,,1 MNXM1106761@MNXD1 + 1 MNXM1368744@MNXD1 = 1 MNXM404@MNXD1 + 1 MNXM741173@MNXD1
YALI1D01431g,2.6.1.42,MNXR131406,,,,no,MNXM276,1 MNXM199@MNXD1 + 1 MNXM276@MNXD1 = 1 MNXM732866@MNXD1 + 1 MNXM738804@MNXD1
YALI1D01431g,2.6.1.42,MNXR198611,R_ILETAm,,,no,MNXM1363844,1 MNXM1363844@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM1368744@MNXD1 + 1 MNXM728337@MNXD1
YALI1D01431g,2.6.1.42,MNXR180445,,,,no,MNXM13|MNXM730929|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1106761@MNXD1 + 1 MNXM1368744@MNXD1 + 1 MNXM13@MNXD1 = 1 MNXM730929@MNXD1 + 1 MNXM741173@MNXD1 + 1 MNXM8@MNXD1
YALI1D01431g,2.6.1.42,MNXR198610,,R02199,BRANCHED-CHAINAMINOTRANSFERILEU-RXN,yes,,1 MNXM1363845@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM1368744@MNXD1 + 1 MNXM728337@MNXD1
YALI1A05459g,2.6.1.85,MNXR112446,,R08956,RXN-9028,no,MNXM2042,1 MNXM2042@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM337@MNXD1 + 1 MNXM37@MNXD1
YALI1A05459g,2.6.1.85,MNXR95440,R_ADCS,R01716,PABASYN-RXN,yes,,1 MNXM1458@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM337@MNXD1 + 1 MNXM37@MNXD1
YALI1A05459g,2.6.1.85,MNXR194861,,R12937,RXN-22711,no,MNXM2042|MNXM729302|WATER,1 MNXM2042@MNXD1 + 1 WATER@MNXD1 = 1 MNXM337@MNXD1 + 1 MNXM729302@MNXD1
YALI1A05459g,2.6.1.85,MNXR100030,R_GLUNpp,R00256,RXN-22710,yes,,1 MNXM37@MNXD1 + 1 WATER@MNXD1 = 1 MNXM729302@MNXD1 + 1 MNXM741173@MNXD1
YALI1A05459g,2.6.1.85,MNXR102311,R_PABB,R05552,RXN-22713,no,MNXM729302|WATER,1 MNXM1458@MNXD1 + 1 WATER@MNXD1 = 1 MNXM337@MNXD1 + 1 MNXM729302@MNXD1
YALI1A05459g,2.6.1.85,MNXR187421,,,,no,,1 MNXM337@MNXD1 + 1 MNXM37@MNXD1 = 1 MNXM741173@MNXD1
YALI1E15659g,2.1.1.14,MNXR112794,,R09365,RXN-12730,no,MNXM1103841|MNXM1676|MNXM733066|MNXM733156,1 MNXM1103841@MNXD1 + 1 MNXM1676@MNXD1 = 1 MNXM733066@MNXD1 + 1 MNXM733156@MNXD1
YALI1E15659g,2.1.1.14,MNXR145603,R_MS_1,R04405,HOMOCYSMET-RXN,no,MNXM1103841|MNXM733156,1 MNXM1103841@MNXD1 + 1 MNXM738804@MNXD1 = 1 MNXM123@MNXD1 + 1 MNXM733156@MNXD1
YALI1E15659g,2.1.1.14,MNXR132173,,,,no,MNXM166567|MNXM169221,1 MNXM123@MNXD1 + 1 MNXM166567@MNXD1 = 1 MNXM169221@MNXD1 + 1 MNXM738804@MNXD1
YALI1A16642g,5.3.1.23,MNXR188460,R_MTRI,R04420,5.3.1.23-RXN,yes,,1 MNXM1363840@MNXD1 = 1 MNXM737603@MNXD1
YALI1A16642g,5.3.1.23,MNXR171635,,,RXN-21315,no,MNXM5554|MNXM747734,1 MNXM5554@MNXD1 = 1 MNXM747734@MNXD1
YALI1A16642g,5.3.1.23,MNXR188462,,,,no,MNXM1103417|MNXM737603,1 MNXM1103417@MNXD1 = 1 MNXM737603@MNXD1
YALI1E41893g,3.1.3.2,MNXR103332,R_PTHRpp,,RXN-14505,no,MNXM1492|WATER,1 MNXM142@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1492@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR190450,R_3NUCLE3,R02370,RXN-14090,no,MNXM2182|WATER,1 MNXM1363925@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2182@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR118743,,,RXN-14523,no,MNXM1|MNXM1100435|MNXM492|WATER,1 MNXM1100435@MNXD1 + 1 WATER@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM492@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR129897,,,,no,MNXM1|MNXM53838|MNXM730078|WATER,3 MNXM1@MNXD1 + 1 MNXM730078@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM53838@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR192378,,,,no,MNXM1|MNXM1364319|MNXM730536|WATER,1 MNXM1364319@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM730536@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR118733,,,RXN-14513,no,MNXM739538|WATER,1 MNXM1105760@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM739538@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR133819,,,,no,MNXM168869|MNXM74930|WATER,1 MNXM168869@MNXD1 + 1 WATER@MNXD1 = 1 MNXM74930@MNXD1 + 2 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR145799,R_NTD8pp,R01968,RXN-14142,yes,,1 MNXM647@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM736654@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR133670,,,,no,MNXM1|MNXM169238|MNXM169239|WATER,1 MNXM169238@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM169239@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR107152,,R01748,PHOSPHOGLYCERATE-PHOSPHATASE-RXN,no,MNXM1136254|MNXM275|WATER,1 MNXM1136254@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM275@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR118744,,,RXN-14524,no,MNXM1|MNXM34207|WATER,2 MNXM1@MNXD1 + 1 MNXM625@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM34207@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR114821,,R11527,,no,MNXM728506|MNXM733607|WATER,1 MNXM728506@MNXD1 + 1 WATER@MNXD1 = 1 MNXM733607@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR133822,,,,no,MNXM1|MNXM169225|MNXM332|WATER,1 MNXM169225@MNXD1 + 1 WATER@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM332@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR96685,R_CHLP,R06871,RXN-5647,no,MNXM229|WATER,1 MNXM229@MNXD1 + 1 WATER@MNXD1 = 1 MNXM90@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR198838,R_G6PPer,R00303,RXN66-526,no,WATER,1 MNXM1364061@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1364111@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR99852,R_G2PPpp,R01043,GLYCEROL-2-PHOSPHATASE-RXN,no,MNXM2527|WATER,1 MNXM2527@MNXD1 + 1 WATER@MNXD1 = 1 MNXM89612@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR102036,R_NTD6pp,R02088,RXN-14161,yes,,1 MNXM432@MNXD1 + 1 WATER@MNXD1 = 1 MNXM625@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR133836,,,,no,MNXM662|MNXM83408|WATER,1 MNXM662@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM83408@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR147003,,,,no,MNXM726555|MNXM730847|WATER,1 MNXM726555@MNXD1 + 1 WATER@MNXD1 = 1 MNXM730847@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR188499,R_NTP7,R00159,RXN-12196,no,MNXM1|WATER,1 MNXM1101474@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1102128@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR190448,R_3NUCLE2,R01877,RXN-14115,no,MNXM1102189|WATER,1 MNXM1102189@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1103104@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR122005,,R12587,RXN-7703,no,WATER,1 MNXM10@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM738702@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR134141,,,,no,MNXM1364098|MNXM89629|WATER,1 MNXM1364098@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM89629@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR198783,R_G1PPpp,,RXN-17330,no,MNXM1364212|WATER,1 MNXM1364061@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1364212@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR188533,r0047,R00183,AMP-DEPHOSPHORYLATION-RXN,yes,,1 MNXM1105760@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM728294@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR152571,,,,no,MNXM1108050|MNXM1363911|WATER,1 MNXM1108050@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1363911@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR188529,R_NTD2pp,R00963,RXN-14025,yes,,1 MNXM1103104@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1104823@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR133758,,,,no,MNXM165573|MNXM704|WATER,1 MNXM165573@MNXD1 + 1 WATER@MNXD1 = 1 MNXM704@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR198839,,,,no,MNXM1364062|WATER,1 MNXM1364062@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1364111@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR99894,R_G3PT,R00841,RXN-14965,no,MNXM66|WATER,1 MNXM66@MNXD1 + 1 WATER@MNXD1 = 1 MNXM89612@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR102028,R_NTD1pp,R02102,RXN-14143,yes,,1 MNXM234@MNXD1 + 1 WATER@MNXD1 = 1 MNXM492@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR188143,R_NTD9pp,R01227,RXN-7609,yes,,1 MNXM1101285@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1103400@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR198812,R_FMNACP_h,R00548,,no,MNXM1|WATER,1 MNXM1364147@MNXD1 + 1 WATER@MNXD1 = 3 MNXM1@MNXD1 + 1 MNXM270@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR129984,,,,no,MNXM1|MNXM1102054|MNXM1364229|WATER,1 MNXM1102054@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1364229@MNXD1 + 2 MNXM1@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR143927,,,RXN-14525,no,MNXM1|MNXM1101273|WATER,1 MNXM1101273@MNXD1 + 1 WATER@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM647@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR123213,R_GNP,,RXN0-5185,no,WATER,1 MNXM341@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM734080@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR101798,R_NADPPPSm,R00118,RXN-5822,no,MNXM8|WATER,1 MNXM5@MNXD1 + 1 WATER@MNXD1 = 1 MNXM8@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR96129,R_NDP1,R00122,RXN-10862,no,MNXM1|WATER,1 MNXM1@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM40333@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR102525,R_PGAM1_PhosHydro,R00208,PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN,no,WATER,1 MNXM23@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM73@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR132663,,,,no,MNXM46341|WATER,1 MNXM1103718@MNXD1 + 1 WATER@MNXD1 = 1 MNXM46341@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR133675,,,,no,MNXM1|MNXM150076|MNXM4238|WATER,1 MNXM150076@MNXD1 + 1 WATER@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM4238@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR145285,r0009,R00004,INORGPYROPHOSPHAT-RXN,yes,,1 MNXM11@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 2 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR188497,R_NDP7g,R00155,RXN-12197,no,MNXM1|WATER,1 MNXM1102128@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1104823@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR102033,R_NTD3pp,R01664,RXN0-5292,yes,,1 MNXM266@MNXD1 + 1 WATER@MNXD1 = 1 MNXM704@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR107034,R_3PGP,R01511,3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN,no,MNXM1136254|MNXM727604|WATER,1 MNXM1136254@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM727604@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR188537,R_NTP3pp,R00335,RXN0-5462,no,MNXM1|WATER,1 MNXM1103285@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1103553@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR138860,THMDPe,,,no,MNXM1|MNXM256|MNXM730135|WATER,1 MNXM1@MNXD1 + 1 MNXM730135@MNXD1 + 2 MNXM9@MNXD1 = 1 MNXM256@MNXD1 + 2 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR133260,,,,no,MNXM1|MNXM165982|MNXM4973|WATER,1 MNXM165982@MNXD1 + 1 WATER@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM4973@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR146612,,,RXN-14534,no,MNXM734271|WATER,1 MNXM734271@MNXD1 + 1 WATER@MNXD1 = 1 MNXM76@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR162386,R_PSP_m,R00582,RXN0-5114,yes,,1 MNXM1094062@MNXD1 + 1 WATER@MNXD1 = 1 MNXM737787@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR190452,R_3NUCLE1,R01562,RXN-14126,no,MNXM1102173|WATER,1 MNXM1102173@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1105760@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR105353,r0587,R03024,4-NITROPHENYLPHOSPHATASE-RXN,no,MNXM1|MNXM3867|MNXM526|WATER,1 MNXM1@MNXD1 + 1 MNXM526@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3867@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR153054,R_NTP1,R00086,ATPASE-RXN,no,MNXM1|WATER,1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR165698,,,,no,MNXM726553|MNXM730837|WATER,1 MNXM726553@MNXD1 + 1 WATER@MNXD1 = 1 MNXM730837@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR133266,,,,no,MNXM37625|MNXM3866|WATER,1 MNXM37625@MNXD1 + 1 WATER@MNXD1 = 1 MNXM3866@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR149857,,,RXN-14473,no,MNXM730839|MNXM737907|WATER,1 MNXM730839@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM737907@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR188531,R_NTD4pp,R00511,RXN-14026,yes,,1 MNXM1103302@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1363925@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR190454,R_3NUCLE4,R02148,RXN-14124,no,MNXM2183|WATER,1 MNXM1103400@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2183@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR95764,r0242,R01010,RXN0-7249,no,MNXM460|WATER,1 MNXM460@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM77@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR104823,TMPPH_h,R02135,RXNQT-4191,yes,,1 MNXM662@MNXD1 + 1 WATER@MNXD1 = 1 MNXM730135@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR175249,,,,no,MNXM491162|MNXM588547|WATER,1 MNXM491162@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM588547@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR129969,,,,no,MNXM1136254|MNXM164044|WATER,1 MNXM1136254@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM164044@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR133832,,,,no,MNXM83408|WATER,1 MNXM394@MNXD1 + 1 WATER@MNXD1 = 1 MNXM83408@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR147001,,R00626,,no,MNXM726553|MNXM730842|WATER,1 MNXM726553@MNXD1 + 1 WATER@MNXD1 = 1 MNXM730842@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR132660,,,,no,MNXM46341|WATER,1 MNXM1103302@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM46341@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR147002,,,ALKAPHOSPHA-RXN,no,MNXM726554|MNXM730846|WATER,1 MNXM726554@MNXD1 + 1 WATER@MNXD1 = 1 MNXM730846@MNXD1 + 1 MNXM9@MNXD1
YALI1E41893g,3.1.3.2,MNXR188495,R_NDP3g,R00328,GUANOSINE-DIPHOSPHATASE-RXN,yes,,1 MNXM1101285@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1103285@MNXD1 + 1 WATER@MNXD1
YALI1E41893g,3.1.3.2,MNXR145997,,,,no,MNXM320|MNXM5261|WATER,1 MNXM320@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM5261@MNXD1 + 1 WATER@MNXD1
YALI1E14316g,3.5.4.6,MNXR131036,,,,no,MNXM1|MNXM1922|MNXM729302|WATER,1 MNXM1922@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM432@MNXD1 + 1 WATER@MNXD1
YALI1E14316g,3.5.4.6,MNXR135473,,,,no,MNXM11220|MNXM7215|MNXM729302|WATER,1 MNXM11220@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM7215@MNXD1 + 1 WATER@MNXD1
YALI1E14316g,3.5.4.6,MNXR190279,R_AMPDg,R00181,AMP-DEAMINASE-RXN,yes,,1 MNXM1101868@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM728294@MNXD1 + 1 WATER@MNXD1
YALI1E00760g,2.7.1.25,MNXR190488,R_ADSKn,R00509,ADENYLYLSULFKIN-RXN,yes,,1 MNXM1103086@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1104555@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1
YALI1E00760g,2.7.1.25,MNXR180494,,,,no,MNXM1104555|MNXM58,1 MNXM1104555@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM40333@MNXD1 = 2 MNXM3@MNXD1 + 1 MNXM58@MNXD1
YALI1E00760g,2.7.1.25,MNXR186937,,,,no,MNXM1103086,1 MNXM1103086@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1
YALI1E00760g,2.7.1.25,MNXR190609,R_ADSELK,R04928,,no,MNXM1|MNXM1103323|MNXM1103360,1 MNXM1103323@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1103360@MNXD1 + 1 MNXM40333@MNXD1
YALI1A15227g,1.1.1.1,MNXR133834,,,,no,MNXM1|MNXM117609|MNXM117611|MNXM8,1 MNXM10@MNXD1 + 1 MNXM117611@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM117609@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR121806,,,RXN-5444,no,MNXM1|MNXM11881|MNXM8|MNXM8734,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM8734@MNXD1 = 1 MNXM11881@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130951,,,,no,MNXM1|MNXM116977|MNXM116994|MNXM8,1 MNXM10@MNXD1 + 1 MNXM116994@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM116977@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130003,,,,no,MNXM1|MNXM56141|MNXM8|MNXM99236,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM56141@MNXD1 = 1 MNXM8@MNXD1 + 1 MNXM99236@MNXD1
YALI1A15227g,1.1.1.1,MNXR95754,R_ALDD3y,,,no,MNXM1|MNXM821|WATER,1 MNXM1094052@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM821@MNXD1 + 1 WATER@MNXD1
YALI1A15227g,1.1.1.1,MNXR113578,,R10217,RXN-13099,no,MNXM1|MNXM54039|MNXM54041|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM54039@MNXD1 = 1 MNXM54041@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95716,R_ALCD22xim,,RXN-7694,no,MNXM1|MNXM2604|MNXM5476|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM2604@MNXD1 = 1 MNXM5476@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95709,R_ALCD19c,R01036,,no,MNXM1|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM435@MNXD1 = 1 MNXM89612@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR129713,,,,no,MNXM1|MNXM1364595|MNXM1744,1 MNXM1364595@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1744@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1
YALI1A15227g,1.1.1.1,MNXR110840,,R07140,,no,MNXM1|MNXM726277,1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 + 1 MNXM741595@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM726277@MNXD1
YALI1A15227g,1.1.1.1,MNXR147984,R_RDH3,R03048,,no,MNXM1|MNXM1363772|MNXM1364166|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1364166@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1363772@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR146257,R_RDH4,,RXN-12577,no,MNXM1|MNXM1363774|MNXM1364168|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1364168@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1363774@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130469,,,,no,MNXM1|MNXM11431|MNXM11432|MNXM8,1 MNXM10@MNXD1 + 1 MNXM11432@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM11431@MNXD1 + 1 MNXM8@MNXD1
